x,Img (Cartesian Increment)_mean,Img (Cartesian Increment)_stderr,Img (Velocity)_mean,Img (Velocity)_stderr,Img (Position Increment)_mean,Img (Position Increment)_stderr,Img (Torque)_mean,Img (Torque)_stderr
135116.8,1.9789353807767232,0.041178208479476223,1.799255670645298,0.08985102455833563,1.6010025800802767,0.05462922442613137,0.15037862421610418,0.006495184639130247
364390.4,2.472495433055993,0.0785547363057951,2.3030657039748292,0.05983004223221992,2.0300771064228478,0.01561485554174028,0.2712726903458436,0.014431120088203462
593664.0,2.65013161572543,0.06780297739208146,2.4164230823516846,0.03309452728894861,1.9903115000989702,0.01962976081192724,0.37280567321512437,0.028000970714808428
822937.6000000001,2.712812062465783,0.028125243513573806,2.4946741859118142,0.08926468846306962,2.037139799859789,0.03158449654714397,0.4654116994804806,0.02611173747265297
1052211.2,2.7832617976448755,0.020297582114157896,2.565265933672587,0.06657775473145065,2.159881148073408,0.06929991927802226,0.5663404495288163,0.002776010232779761
1281484.8,2.8337438967492847,0.07880973098832063,2.743137335165953,0.08071935181988615,2.285037917968554,0.1379809836419835,0.6348501758442985,0.016409173809601305
1510758.4,2.878039663488215,0.053496704074686874,2.7776850991778907,0.10714220677115653,2.420264118247562,0.2083353678035704,0.6797978397872712,0.03363095969322787
1740032.0,2.840098164298318,0.05804683466943257,2.6724135875701904,0.04477339406827586,2.609727356168959,0.15345222127859384,0.7369709279802111,0.046440553404722924
1969305.6,2.885497707309145,0.07043969636962712,2.735755681991577,0.07278170420462766,2.7733500533633766,0.06549487327010323,0.7833917289972305,0.039037656150396116
2198579.2,3.0186209678649902,0.08893731366597257,2.7631889979044595,0.058512183613951156,2.893861101733314,0.0831422621898684,0.820525681361174,0.045433855305329784
2427852.8,2.825183888276418,0.03631217125106022,2.853972147672604,0.08347029957095825,2.9057869788927913,0.1107471006558351,0.8665291849109861,0.03514265042029245
2657126.4000000004,2.9558564171646577,0.04589065106050033,2.9672078092892966,0.08086875113472002,2.9080200592676797,0.18072736984044468,0.8755255970689985,0.03730505224393873
2886400.0,3.1131844087080522,0.005544391886850697,2.9085462623172336,0.057696642200284746,3.0108773046069675,0.17916659928221734,0.8851683785518011,0.04305563115474085
3115673.6,2.9871848063035444,0.04382400164234248,2.9173208143976,0.06481270338060113,3.013953997029198,0.19295055711843626,0.8983720495150639,0.0427132054850475
3344947.2,2.973940242420543,0.10326014052192126,2.94279338253869,0.09318965463363874,3.093972358438704,0.2011768830698496,0.9384092936913172,0.03231569065947063
3574220.8,3.0360213783052235,0.09939515210984763,2.9833723765153146,0.07353233946282972,3.1269553074469933,0.16642819182234575,0.9554330226447848,0.030194153588401572
3803494.4000000004,3.087861342863603,0.10726423959676384,3.001871877246433,0.042376153960334874,3.0200836062431335,0.14954775195073022,0.930913680129581,0.03259281257357657
4032768.0,3.06942462198662,0.041160295203731344,3.095811446507772,0.11242391942205514,3.1931635538736978,0.19571519193465897,0.9283882197406558,0.05770252309299333
4262041.600000001,3.1731729940934614,0.03981585448661098,3.1478898525238037,0.036556510004467725,3.2397273845142784,0.17523554236304584,0.8987415876144018,0.03290516937382839
4491315.2,3.1603082021077475,0.02868798275107046,3.1894613901774087,0.09788446729545805,3.3001034524705672,0.0773099542798136,0.8929040332635244,0.04282563601168471
4720588.800000001,3.3141159945064125,0.15253877291620715,3.2402273936149406,0.04964770262556258,3.381863808020567,0.10785964006261015,0.8836535414059957,0.047304584280220094
4949862.4,3.6488870635177153,0.4752174520934856,3.2415786186854043,0.14426664830147706,3.3716887301868863,0.04713270864057829,0.9120047556029425,0.05454373479050571
5179136.0,3.6405944751970694,0.4408482259142292,3.1251778139008413,0.14657081359737176,3.5242614150047302,0.1349932067257053,0.9343731171554989,0.03615877016364916
5408409.6,3.9817950508811255,0.36858099906385905,3.1492961910035877,0.06225752960109731,3.5251108672883777,0.05165625216894321,0.9232715979600563,0.041969864172367734
5637683.2,4.993358763781461,0.23938016168480986,3.22307856215371,0.03974309670266107,3.6704436010784574,0.10559180993531098,0.9378737029102114,0.047298947151697385
5866956.800000001,5.362301296657986,0.293770905547179,3.2713415317046337,0.15310110279815559,3.8819426695505777,0.21802171476766355,0.9218101998170217,0.029685177563058638
6096230.4,6.056530916329586,0.1906868512728364,3.2164724667867026,0.14964256056543196,3.9074106944931883,0.2620526382194261,0.9360582563612198,0.04851759265851411
6325504.0,6.088590282382387,0.24349915588272217,3.3438518312242294,0.09787492723095981,4.058163477314843,0.38142967925985716,0.9500457980693916,0.04608170573447936
6554777.6,6.345743417739868,0.2747142813685811,3.351528379652235,0.13171246550151378,4.14107166396247,0.4218929065517396,0.9608308374881744,0.05481375895186546
6784051.2,6.565454670877169,0.29948592084071984,3.453459541002909,0.04353187396360961,4.0726999574237395,0.4189015508980612,0.9537542743815316,0.04278994653207191
7013324.800000001,7.000410980648464,0.2926797807675999,3.352885081217839,0.05676594053091499,4.435442961179293,0.5049000302314911,0.9491203079620997,0.03180770935285727
7242598.4,7.396657322392319,0.22219555510402492,3.330552577972412,0.09334428907580586,4.43895368443595,0.50372791670106,0.9397952970531253,0.028743255584160063
7471872.0,7.447710167277943,0.2635577436273353,3.4090121454662747,0.11608960900772035,4.498672054873572,0.5022936209240196,0.9376060473613249,0.037143516246845164
7701145.6,7.467720205133612,0.1684724164268418,3.4490902423858643,0.0691327540334986,4.6457032561302185,0.5862595710071996,0.9451171557108561,0.03264598423894628
7930419.2,7.585821267330285,0.18391217874529048,3.4318156970871816,0.0747559511773399,4.601870907677545,0.5480016303161576,0.9202573514646955,0.04559779590207911
8159692.800000001,7.666580332650078,0.25804270120452855,3.361616305815868,0.048319858051038084,4.8119842028006525,0.6555006422920125,0.9113293406036164,0.05645110527079629
8388966.4,7.862419171766802,0.2082986231839347,3.4868932300143776,0.08548288518018686,4.914795272880131,0.7647883770833608,0.9233685731887817,0.045962547974372214
8618240.0,7.796803416627825,0.1934882273322461,3.316218614578247,0.06155886889517568,5.00232093864017,0.8021381249312947,0.9408780687894577,0.053865954399050314
8847513.600000001,7.648107384190415,0.39497616471807345,3.3035021093156605,0.1472177483683385,5.091883560021718,0.8489181933845891,0.9525189465946622,0.06363728231270199
9076787.2,7.701126387625028,0.3338685482163774,3.431252512666914,0.10776835102571472,5.083083218998379,0.7991509350711955,0.936606905526585,0.051699364058114025
9306060.8,7.6747377135536885,0.40362271615047773,3.3863356296832747,0.11906878576795202,5.219420549197074,0.8375598935385532,0.9497109717792935,0.061102464813486496
9535334.4,7.850411309136284,0.3366044894490401,3.408009429772695,0.07248331283786727,5.095912476380667,0.8407695120506744,0.9626876788261609,0.05384937392616974
9764608.0,7.8609748753634365,0.33255589620239556,3.4466076758172774,0.13470915809783432,5.1201034386952715,0.8077952455006508,0.982585600680775,0.059275997633599205
9993881.600000001,7.890943772865064,0.3497754249511751,3.3702503773901196,0.06075892408019165,5.168074859513177,0.8412270262588258,0.9783296783765157,0.05692960898256959
10223155.2,7.917228366389419,0.27856793361675697,3.4245778719584146,0.07033067110250206,5.186826957596673,0.8055243819922631,0.982976570725441,0.057810196746043103
10452428.8,7.870100339253743,0.269567350891599,3.2766252481020413,0.07147519769980457,5.220387611633692,0.8491944670429513,0.9749123536878163,0.04803704572594665
10681702.4,7.855074220233494,0.20691087428252702,3.3778517776065407,0.08212695611335277,5.10298662715488,0.8211544187919515,0.9424473643302917,0.06187053243040101
10910976.0,7.964881868073435,0.15405414478893595,3.5172573129336038,0.11359898169891752,5.027647607856327,0.8452443383868186,0.9593989898761114,0.055604196184836814
11140249.600000001,7.941342209324692,0.15524890119287954,3.537109116713206,0.07837504209470804,5.070168740219541,0.805494324337562,0.9600314878755145,0.04463876259855422
