t,success,grasped,has_collided,joint_jerks,proprioception,trial time
0,False,False,False,1.4467031689092429,[-0.013  0.231  0.015 -2.119 -0.008  2.334  0.805  0.001  0.     0.001  0.    -0.     0.    -0.002],
1,False,False,False,3.531125464564234,[-0.013  0.231  0.015 -2.119 -0.008  2.334  0.805 -0.001 -0.001  0.001 -0.    -0.     0.     0.001],
2,False,False,False,79.21137929078692,[-0.013  0.232  0.017 -2.117 -0.009  2.334  0.805  0.006 -0.062  0.056  0.036 -0.067 -0.05   0.033],
3,False,False,False,162.13737564905372,[-0.014  0.236  0.02  -2.113 -0.01   2.334  0.807 -0.019  0.08   0.077  0.097 -0.023 -0.001  0.033],
4,False,False,False,125.96610381456492,[-0.015  0.239  0.023 -2.11  -0.012  2.334  0.808 -0.036  0.074  0.067  0.066 -0.055 -0.008  0.031],
5,False,False,False,53.67373831915684,[-0.016  0.243  0.027 -2.106 -0.013  2.335  0.809 -0.019  0.101  0.071  0.076 -0.035  0.005  0.034],
6,False,False,False,32.80768704294398,[-0.017  0.247  0.03  -2.103 -0.015  2.335  0.811 -0.033  0.102  0.073  0.075 -0.045  0.007  0.033],
7,False,False,False,22.715906545653954,[-0.018  0.252  0.033 -2.1   -0.016  2.336  0.812 -0.028  0.097  0.075  0.085 -0.027  0.006  0.035],
8,False,False,False,23.643506314592162,[-0.019  0.256  0.036 -2.096 -0.018  2.336  0.813 -0.027  0.092  0.075  0.08  -0.043  0.004  0.031],
9,False,False,False,20.00644165930938,[-0.02   0.26   0.04  -2.093 -0.019  2.337  0.815 -0.019  0.103  0.076  0.079 -0.038  0.019  0.032],
10,False,False,False,25.67148752783755,[-0.021  0.265  0.042 -2.09  -0.021  2.337  0.816 -0.036  0.094  0.067  0.075 -0.039  0.011  0.041],
11,False,False,False,19.51776620754425,[-0.022  0.268  0.045 -2.087 -0.022  2.337  0.817 -0.038  0.105  0.07   0.079 -0.034  0.005  0.039],
12,False,False,False,34.635201771711806,[-0.023  0.273  0.048 -2.084 -0.024  2.338  0.819 -0.035  0.14   0.07   0.081 -0.051  0.042  0.035],
13,False,False,False,62.33901127502201,[-0.025  0.277  0.051 -2.08  -0.025  2.338  0.82  -0.031  0.107  0.073  0.077 -0.047  0.01   0.041],
14,False,False,False,29.612324461715207,[-0.027  0.281  0.054 -2.077 -0.027  2.338  0.822 -0.045  0.11   0.066  0.072 -0.034 -0.002  0.042],
15,False,False,False,65.27446615441417,[-0.029  0.285  0.056 -2.074 -0.028  2.338  0.824 -0.084  0.124  0.131  0.126 -0.005 -0.049  0.038],
16,False,False,False,224.24371555915437,[-0.03   0.289  0.06  -2.072 -0.03   2.338  0.825  0.067  0.005  0.132  0.032 -0.115  0.076  0.039],
17,False,False,False,264.88244230235443,[-0.033  0.294  0.063 -2.069 -0.031  2.337  0.827 -0.019  0.046  0.069  0.091 -0.042  0.011  0.046],
18,False,False,False,118.7280428348269,[-0.035  0.298  0.065 -2.066 -0.032  2.337  0.829 -0.054 -0.024  0.081  0.047 -0.028 -0.024  0.041],
19,False,False,False,200.51561035309095,[-0.037  0.303  0.068 -2.064 -0.034  2.336  0.831 -0.035  0.194  0.087  0.11  -0.036  0.008  0.043],
20,False,False,False,181.80141800573801,[-0.038  0.307  0.071 -2.061 -0.035  2.336  0.832 -0.047  0.145  0.071  0.071 -0.034  0.006  0.045],
21,False,False,False,30.260545798045378,[-0.041  0.311  0.074 -2.058 -0.037  2.336  0.834 -0.059  0.114  0.073  0.072 -0.024 -0.006  0.046],
22,False,False,False,30.156493832142313,[-0.043  0.315  0.077 -2.055 -0.038  2.335  0.836 -0.048  0.115  0.082  0.094 -0.026 -0.007  0.046],
23,False,False,False,43.639066968603636,[-0.045  0.319  0.079 -2.053 -0.039  2.334  0.837 -0.053  0.103  0.077  0.057 -0.035 -0.031  0.052],
24,False,False,False,70.7884256508851,[-0.047  0.324  0.083 -2.05  -0.041  2.332  0.84  -0.104  0.166  0.042  0.08  -0.053 -0.074  0.05 ],
25,False,False,False,119.61308684856243,[-0.05   0.328  0.086 -2.047 -0.042  2.331  0.842 -0.05   0.131  0.068  0.073 -0.034 -0.017  0.055],
26,False,False,False,65.66013161227208,[-0.053  0.333  0.089 -2.045 -0.043  2.33   0.844 -0.055  0.115  0.071  0.057 -0.035 -0.039  0.052],
27,False,False,False,25.88433468319006,[-0.055  0.337  0.091 -2.042 -0.045  2.329  0.847 -0.072  0.098  0.066  0.06  -0.044 -0.028  0.046],
28,False,False,False,31.164718288863394,[-0.058  0.342  0.095 -2.039 -0.046  2.328  0.849 -0.064  0.111  0.073  0.069 -0.032 -0.028  0.055],
29,False,False,False,25.01644816226843,[-0.06   0.346  0.097 -2.037 -0.048  2.326  0.851 -0.065  0.104  0.062  0.059 -0.038 -0.032  0.057],
30,False,False,False,20.15572586086886,[-0.063  0.35   0.1   -2.034 -0.049  2.324  0.854 -0.062  0.109  0.07   0.073 -0.044 -0.039  0.06 ],
31,False,False,False,20.57723569675442,[-0.065  0.355  0.103 -2.031 -0.051  2.323  0.856 -0.062  0.104  0.059  0.063 -0.046 -0.042  0.055],
32,False,False,False,20.485367716350353,[-0.068  0.359  0.105 -2.029 -0.053  2.321  0.858 -0.066  0.103  0.066  0.072 -0.042 -0.028  0.059],
33,False,False,False,16.808715008186972,[-0.071  0.363  0.108 -2.026 -0.054  2.32   0.861 -0.063  0.11   0.068  0.068 -0.052 -0.03   0.058],
34,False,False,False,20.35061238442648,[-0.073  0.368  0.111 -2.023 -0.056  2.318  0.863 -0.064  0.101  0.065  0.064 -0.043 -0.051  0.058],
35,False,False,False,23.914907555593228,[-0.076  0.372  0.113 -2.021 -0.057  2.316  0.866 -0.064  0.105  0.068  0.057 -0.021 -0.043  0.073],
36,False,False,False,32.394123294031374,[-0.079  0.376  0.116 -2.018 -0.059  2.315  0.868 -0.065  0.105  0.065  0.062 -0.036 -0.034  0.054],
37,False,False,False,46.21028863384923,[-0.081  0.38   0.118 -2.016 -0.06   2.312  0.87  -0.075  0.069  0.047  0.011 -0.047 -0.02   0.058],
38,False,False,False,82.65607244488305,[-0.084  0.384  0.121 -2.014 -0.061  2.31   0.873 -0.063  0.095  0.061  0.053 -0.036 -0.058  0.059],
39,False,False,False,40.03624009409565,[-0.087  0.389  0.124 -2.012 -0.063  2.308  0.875 -0.071  0.102  0.062  0.053 -0.034 -0.059  0.06 ],
40,False,False,False,10.296279555211472,[-0.09   0.393  0.126 -2.009 -0.064  2.305  0.878 -0.067  0.103  0.057  0.047 -0.034 -0.058  0.067],
41,False,False,False,18.45354383283214,[-0.093  0.398  0.129 -2.007 -0.066  2.303  0.881 -0.067  0.1    0.067  0.058 -0.037 -0.052  0.058],
42,False,False,False,21.19232725442269,[-0.095  0.402  0.131 -2.005 -0.067  2.301  0.883 -0.067  0.107  0.059  0.055 -0.034 -0.054  0.069],
43,False,False,False,28.569231237212705,[-0.098  0.406  0.134 -2.003 -0.069  2.299  0.886 -0.047  0.135  0.067  0.068 -0.052 -0.046  0.068],
44,False,False,False,60.63476204834776,[-0.101  0.41   0.136 -2.001 -0.07   2.297  0.888 -0.074  0.102  0.071  0.057 -0.02  -0.06   0.062],
45,False,False,False,47.483867039414044,[-0.103  0.413  0.138 -1.999 -0.071  2.295  0.89  -0.068  0.1    0.058  0.057 -0.045 -0.061  0.065],
