t,success,grasped,has_collided,joint_jerks,proprioception,trial time
0,False,False,False,3.8560720265948167,[ 0.004  0.235 -0.003 -2.11  -0.003  2.323  0.806  0.001 -0.002  0.     0.006  0.     0.     0.   ],
1,False,False,False,6.173536158510639,[ 0.004  0.235 -0.003 -2.11  -0.003  2.323  0.806 -0.    -0.    -0.     0.003 -0.     0.     0.   ],
2,False,False,False,2.9701021223266784,[ 0.004  0.235 -0.003 -2.11  -0.003  2.324  0.806  0.001  0.004  0.001  0.    -0.     0.    -0.001],
3,False,False,False,5.38080428664807,[ 0.004  0.236 -0.003 -2.11  -0.003  2.324  0.806  0.008  0.01   0.006  0.004 -0.     0.    -0.002],
4,False,False,False,9.219760950804762,[ 0.004  0.236 -0.003 -2.11  -0.003  2.324  0.806  0.006  0.016  0.01   0.012  0.     0.011 -0.001],
5,False,False,False,14.066291743232055,[ 0.005  0.237 -0.003 -2.109 -0.003  2.324  0.806  0.014  0.027  0.012  0.012  0.002  0.004 -0.004],
6,False,False,False,12.693268805398974,[ 0.005  0.238 -0.002 -2.109 -0.003  2.324  0.805  0.018  0.027  0.014  0.012  0.003  0.012 -0.   ],
7,False,False,False,13.103370060856797,[ 0.006  0.24  -0.001 -2.108 -0.003  2.324  0.805  0.019  0.039  0.021  0.015  0.008  0.007 -0.004],
8,False,False,False,11.782903953577632,[ 0.007  0.241 -0.001 -2.108 -0.002  2.325  0.805  0.03   0.046  0.023  0.016  0.001  0.01  -0.004],
9,False,False,False,9.161251706208816,[ 0.008  0.243  0.    -2.107 -0.002  2.325  0.805  0.034  0.053  0.022  0.018  0.003  0.008 -0.01 ],
10,False,False,False,12.665065839228298,[ 0.009  0.245  0.001 -2.106 -0.002  2.326  0.804  0.029  0.049  0.029  0.021  0.006  0.011 -0.004],
11,False,False,False,13.257338398038952,[ 0.011  0.247  0.002 -2.106 -0.001  2.326  0.804  0.034  0.057  0.028  0.018  0.009  0.009 -0.009],
12,False,False,False,12.55889718631488,[ 0.012  0.25   0.003 -2.105 -0.001  2.327  0.804  0.034  0.06   0.026  0.027  0.008  0.019 -0.008],
13,False,False,False,17.672064321029996,[ 0.014  0.252  0.005 -2.104 -0.     2.327  0.803  0.04   0.065  0.03   0.021  0.014  0.009 -0.004],
14,False,False,False,14.690350574076065,[ 0.015  0.254  0.006 -2.103  0.     2.327  0.803  0.04   0.063  0.03   0.026  0.016  0.008 -0.016],
15,False,False,False,13.079677539998869,[ 0.017  0.257  0.007 -2.102  0.001  2.328  0.803  0.038  0.066  0.032  0.025  0.015  0.017 -0.011],
16,False,False,False,6.969966343193637,[ 0.018  0.26   0.008 -2.101  0.001  2.328  0.802  0.038  0.067  0.036  0.022  0.019  0.016 -0.008],
17,False,False,False,11.592106987558177,[ 0.02   0.263  0.01  -2.1    0.002  2.329  0.802  0.045  0.066  0.031  0.026  0.021  0.011 -0.018],
18,False,False,False,13.461835563936084,[ 0.022  0.265  0.011 -2.099  0.003  2.329  0.801  0.048  0.067  0.036  0.024  0.02   0.013 -0.012],
19,False,False,False,7.613100037410329,[ 0.024  0.269  0.013 -2.098  0.003  2.33   0.801  0.046  0.077  0.039  0.021  0.021  0.009 -0.01 ],
20,False,False,False,10.444361262733867,[ 0.025  0.271  0.014 -2.097  0.004  2.33   0.801  0.048  0.076  0.039  0.017  0.016  0.005 -0.017],
21,False,False,False,16.310746167985563,[ 0.027  0.274  0.016 -2.096  0.005  2.33   0.8    0.048  0.075  0.038  0.023  0.018  0.007 -0.002],
22,False,False,False,18.166683142036998,[ 0.029  0.277  0.018 -2.095  0.005  2.33   0.8    0.042  0.072  0.04   0.027  0.02  -0.    -0.013],
23,False,False,False,14.792209776004004,[ 0.031  0.28   0.019 -2.094  0.006  2.33   0.799  0.046  0.079  0.041  0.027  0.019  0.001 -0.008],
