t,success,grasped,has_collided,joint_jerks,proprioception,trial time
0,False,False,False,1.120283579323228,[-0.014  0.231  0.014 -2.119 -0.007  2.335  0.802 -0.002 -0.    -0.    -0.    -0.    -0.     0.   ],
1,False,False,False,2.9907372966756363,[-0.014  0.231  0.014 -2.119 -0.007  2.335  0.802  0.001 -0.    -0.     0.    -0.     0.    -0.001],
2,False,False,False,74.28235484805779,[-0.01   0.232  0.011 -2.117 -0.007  2.334  0.802  0.096  0.03  -0.053  0.04  -0.02   0.009  0.   ],
3,False,False,False,103.12263824474144,[-0.008  0.233  0.009 -2.115 -0.006  2.334  0.802  0.063  0.026 -0.067  0.042  0.031 -0.027 -0.   ],
4,False,False,False,63.10509407825935,[-0.005  0.234  0.006 -2.114 -0.005  2.333  0.802  0.081  0.009 -0.064  0.026  0.016 -0.012  0.001],
5,False,False,False,18.05395318287132,[-0.002  0.235  0.004 -2.113 -0.004  2.333  0.802  0.116 -0.008 -0.06   0.001 -0.019  0.005 -0.004],
6,False,False,False,90.98870492746522,[ 0.001  0.236  0.001 -2.112 -0.004  2.333  0.802  0.068  0.037 -0.057  0.038  0.015 -0.017  0.002],
7,False,False,False,108.2189662241671,[ 0.004  0.237 -0.001 -2.11  -0.003  2.332  0.802  0.102 -0.012 -0.072  0.011 -0.048 -0.028 -0.002],
8,False,False,False,99.81402715565856,[ 0.007  0.238 -0.004 -2.109 -0.002  2.332  0.802  0.081  0.03  -0.063  0.033 -0.014  0.    -0.001],
9,False,False,False,38.620736057709635,[ 0.01   0.24  -0.006 -2.108 -0.001  2.332  0.802  0.077  0.035 -0.052  0.036  0.011 -0.012 -0.001],
10,False,False,False,23.60081391908837,[ 0.013  0.241 -0.009 -2.106 -0.     2.331  0.802  0.075  0.03  -0.071  0.037  0.023 -0.009  0.   ],
11,False,False,False,20.671887780771765,[ 0.016  0.242 -0.011 -2.105  0.     2.331  0.802  0.067  0.029 -0.062  0.037  0.018 -0.006  0.   ],
12,False,False,False,9.707324392156998,[ 0.019  0.243 -0.014 -2.103  0.001  2.33   0.802  0.067  0.028 -0.063  0.034  0.013 -0.011  0.   ],
13,False,False,False,23.820739968376337,[ 0.022  0.244 -0.016 -2.102  0.002  2.33   0.802  0.063  0.045 -0.053  0.047  0.036 -0.019  0.002],
14,False,False,False,40.006094135239564,[ 0.025  0.245 -0.018 -2.1    0.003  2.33   0.802  0.06   0.029 -0.051  0.038  0.011 -0.011 -0.001],
15,False,False,False,19.247862199074138,[ 0.028  0.246 -0.021 -2.099  0.004  2.329  0.802  0.065  0.026 -0.05   0.03   0.013 -0.009  0.   ],
16,False,False,False,10.597185159886383,[ 0.03   0.247 -0.023 -2.097  0.004  2.329  0.802  0.072  0.025 -0.061  0.031  0.019 -0.012 -0.002],
17,False,False,False,10.0580923320374,[ 0.033  0.248 -0.025 -2.096  0.005  2.328  0.802  0.068  0.026 -0.059  0.036  0.025 -0.014 -0.001],
18,False,False,False,14.834240529214268,[ 0.036  0.25  -0.027 -2.095  0.006  2.328  0.802  0.07   0.029 -0.057  0.034  0.011 -0.006  0.   ],
19,False,False,False,15.44662304064496,[ 0.039  0.251 -0.03  -2.094  0.007  2.328  0.802  0.074  0.029 -0.061  0.03   0.019 -0.004  0.001],
20,False,False,False,36.49702060880858,[ 0.042  0.252 -0.032 -2.092  0.008  2.328  0.802  0.055  0.068 -0.056  0.049  0.054 -0.002  0.004],
21,False,False,False,75.45089983178954,[ 0.045  0.253 -0.035 -2.091  0.009  2.327  0.802  0.07   0.024 -0.063  0.03   0.019 -0.006 -0.001],
22,False,False,False,43.331815215042106,[ 0.047  0.254 -0.037 -2.09   0.009  2.327  0.802  0.071  0.026 -0.056  0.041  0.02  -0.012  0.   ],
23,False,False,False,15.060266158973555,[ 0.051  0.255 -0.039 -2.089  0.01   2.327  0.802  0.07   0.028 -0.061  0.033  0.016 -0.016  0.   ],
24,False,False,False,17.12074191154853,[ 0.053  0.256 -0.042 -2.087  0.011  2.327  0.802  0.067  0.025 -0.053  0.023  0.028 -0.004  0.001],
25,False,False,False,22.22003095111545,[ 0.056  0.258 -0.044 -2.086  0.012  2.326  0.802  0.069  0.029 -0.058  0.033  0.018 -0.002  0.001],
26,False,False,False,11.320773551564345,[ 0.059  0.259 -0.046 -2.085  0.013  2.326  0.802  0.065  0.029 -0.057  0.033  0.019 -0.004 -0.001],
27,False,False,False,8.476603427562262,[ 0.062  0.26  -0.048 -2.083  0.013  2.326  0.802  0.061  0.033 -0.046  0.029  0.018 -0.009 -0.   ],
28,False,False,False,11.272348941260608,[ 0.064  0.261 -0.05  -2.082  0.014  2.326  0.802  0.061  0.034 -0.049  0.033  0.017 -0.015  0.001],
29,False,False,False,10.732118223325742,[ 0.067  0.263 -0.052 -2.081  0.015  2.326  0.802  0.065  0.027 -0.054  0.029  0.022 -0.011  0.   ],
30,False,False,False,8.254919743267315,[ 0.069  0.264 -0.055 -2.08   0.016  2.326  0.802  0.064  0.026 -0.051  0.03   0.022 -0.001  0.   ],
31,False,False,False,15.871646927541207,[ 0.072  0.265 -0.057 -2.078  0.017  2.325  0.802  0.049  0.032 -0.038  0.04   0.018 -0.003  0.001],
32,False,False,False,25.235793754775187,[ 0.074  0.266 -0.058 -2.077  0.017  2.325  0.802  0.064  0.031 -0.045  0.036  0.016 -0.008 -0.   ],
33,False,False,False,20.191334152617177,[ 0.077  0.268 -0.06  -2.075  0.018  2.325  0.802  0.052  0.037 -0.042  0.043  0.016 -0.006  0.001],
34,False,False,False,19.165132296393363,[ 0.079  0.269 -0.062 -2.073  0.019  2.325  0.802  0.061  0.036 -0.048  0.036  0.029 -0.006 -0.001],
35,False,False,False,41.130779433026916,[ 0.081  0.271 -0.064 -2.072  0.02   2.324  0.802  0.061  0.    -0.047  0.013 -0.007  0.009 -0.007],
36,False,False,False,72.31043750490348,[ 0.083  0.272 -0.066 -2.07   0.021  2.324  0.802  0.057  0.037 -0.036  0.041  0.026  0.    -0.   ],
37,False,False,False,44.21339573610953,[ 0.086  0.273 -0.067 -2.069  0.021  2.324  0.802  0.05   0.027 -0.046  0.038  0.02  -0.006 -0.001],
38,False,False,False,14.661722211614821,[ 0.088  0.275 -0.07  -2.068  0.022  2.323  0.802  0.061  0.031 -0.051  0.032  0.014 -0.005  0.001],
39,False,False,False,10.166094928779227,[ 0.09   0.276 -0.071 -2.066  0.023  2.323  0.802  0.066  0.031 -0.043  0.027  0.012  0.    -0.   ],
40,False,False,False,14.961819886141338,[ 0.093  0.277 -0.073 -2.065  0.023  2.323  0.802  0.059  0.039 -0.037  0.034  0.021 -0.002  0.001],
41,False,False,False,13.185145872696358,[ 0.095  0.279 -0.074 -2.063  0.024  2.323  0.802  0.049  0.04  -0.043  0.042  0.02  -0.015 -0.001],
42,False,False,False,18.59922837211212,[ 0.097  0.281 -0.076 -2.062  0.025  2.323  0.802  0.048  0.035 -0.043  0.037  0.018 -0.005 -0.001],
43,False,False,False,12.647977611326544,[ 0.099  0.282 -0.078 -2.061  0.026  2.323  0.802  0.045  0.026 -0.035  0.031  0.023 -0.011  0.001],
44,False,False,False,12.876444009605354,[ 0.101  0.283 -0.079 -2.059  0.026  2.323  0.802  0.045  0.027 -0.032  0.027  0.017 -0.005 -0.   ],
45,False,False,False,8.797845361686035,[ 0.103  0.285 -0.081 -2.058  0.027  2.323  0.802  0.048  0.032 -0.037  0.033  0.015 -0.     0.001],
46,False,False,False,13.093212900322644,[ 0.104  0.286 -0.082 -2.057  0.028  2.323  0.802  0.04   0.03  -0.03   0.03   0.017 -0.001  0.   ],
47,False,False,False,10.72084499114903,[ 0.107  0.287 -0.084 -2.055  0.028  2.323  0.802  0.043  0.03  -0.035  0.028  0.017 -0.    -0.   ],
48,False,False,False,6.440178693162507,[ 0.108  0.288 -0.085 -2.054  0.029  2.322  0.802  0.042  0.027 -0.033  0.031  0.018 -0.     0.001],
49,False,False,False,5.3978221483083715,[ 0.11   0.29  -0.086 -2.053  0.03   2.322  0.802  0.044  0.025 -0.037  0.029  0.02  -0.001 -0.001],
50,False,False,False,12.390628977945951,[ 0.111  0.291 -0.087 -2.052  0.03   2.322  0.802  0.036  0.031 -0.029  0.026  0.011 -0.004 -0.   ],
51,False,False,False,16.253134283092137,[ 0.113  0.292 -0.089 -2.05   0.031  2.322  0.802  0.045  0.032 -0.031  0.036  0.011 -0.005  0.002],
52,False,False,False,13.985436913853773,[ 0.115  0.293 -0.09  -2.049  0.031  2.322  0.802  0.049  0.027 -0.037  0.028  0.019 -0.     0.   ],
53,False,False,False,5.4212626162965805,[ 0.117  0.294 -0.092 -2.048  0.032  2.322  0.802  0.049  0.023 -0.04   0.024  0.022  0.001  0.   ],
54,False,False,False,11.740663288556362,[ 0.119  0.296 -0.093 -2.047  0.033  2.322  0.802  0.049  0.026 -0.033  0.028  0.015 -0.005  0.001],
55,False,False,False,12.754041444910275,[ 0.121  0.297 -0.095 -2.046  0.033  2.322  0.802  0.049  0.025 -0.036  0.021  0.014  0.     0.001],
56,False,False,False,14.02090631808612,[ 0.123  0.297 -0.096 -2.045  0.034  2.321  0.802  0.055  0.018 -0.039  0.023  0.018 -0.011 -0.001],
57,False,False,False,20.942407184781487,[ 0.124  0.298 -0.098 -2.044  0.035  2.321  0.802  0.032  0.021 -0.033  0.024  0.018 -0.012  0.001],
58,False,False,False,14.892287917827812,[ 0.124  0.298 -0.098 -2.044  0.035  2.321  0.802  0.032  0.021 -0.033  0.024  0.018 -0.012  0.001],
59,False,False,False,7.915716363090707,[ 0.128  0.3   -0.1   -2.043  0.036  2.321  0.802  0.04   0.021 -0.032  0.023  0.012 -0.007 -0.002],
60,False,False,False,15.58200455069963,[ 0.13   0.301 -0.102 -2.041  0.037  2.321  0.802  0.034  0.026 -0.021  0.032  0.017 -0.001  0.   ],
61,False,False,False,17.423170556304402,[ 0.131  0.302 -0.103 -2.04   0.037  2.321  0.802  0.033  0.033 -0.031  0.025  0.016  0.001 -0.   ],
62,False,False,False,15.903543307169913,[ 0.132  0.304 -0.104 -2.039  0.038  2.321  0.802  0.03   0.029 -0.022  0.032  0.016 -0.001 -0.001],
63,False,False,False,9.594626872431938,[ 0.134  0.305 -0.105 -2.037  0.038  2.321  0.802  0.027  0.031 -0.024  0.032  0.01   0.     0.001],
64,False,False,False,19.133107152800807,[ 0.135  0.306 -0.106 -2.036  0.039  2.32   0.802  0.037  0.008 -0.032  0.025  0.013 -0.001  0.   ],
65,False,False,False,26.99790634451979,[ 0.137  0.307 -0.107 -2.035  0.039  2.32   0.802  0.036  0.024 -0.025  0.021  0.016 -0.003 -0.   ],
66,False,False,False,14.856583790148877,[ 0.138  0.308 -0.108 -2.034  0.04   2.32   0.802  0.036  0.023 -0.03   0.024  0.014 -0.01  -0.002],
67,False,False,False,12.306787188996243,[ 0.14   0.309 -0.109 -2.033  0.041  2.32   0.802  0.04   0.018 -0.031  0.02   0.013  0.    -0.001],
68,False,False,False,13.40212438042517,[ 0.141  0.31  -0.111 -2.033  0.041  2.32   0.802  0.034  0.021 -0.028  0.022  0.018 -0.004  0.001],
69,False,False,False,10.616959301787587,[ 0.143  0.311 -0.112 -2.032  0.042  2.32   0.802  0.042  0.029 -0.033  0.031  0.025 -0.006  0.001],
70,False,False,False,22.611998008168563,[ 0.144  0.312 -0.113 -2.031  0.042  2.32   0.802  0.036  0.022 -0.033  0.019  0.012 -0.    -0.001],
71,False,False,False,19.025557432044167,[ 0.146  0.313 -0.114 -2.03   0.043  2.32   0.802  0.034  0.022 -0.026  0.025  0.018 -0.001  0.001],
72,False,False,False,14.583446129367392,[ 0.147  0.314 -0.115 -2.029  0.043  2.319  0.802  0.034  0.023 -0.03   0.024  0.009 -0.009 -0.   ],
73,False,False,False,18.219470846062844,[ 0.149  0.315 -0.117 -2.028  0.044  2.319  0.802  0.036  0.031 -0.027  0.032  0.024 -0.01  -0.001],
74,False,False,False,22.81584823216249,[ 0.151  0.316 -0.118 -2.027  0.045  2.319  0.802  0.038  0.019 -0.031  0.024  0.014 -0.007  0.   ],
75,False,False,False,12.316238360188803,[ 0.152  0.317 -0.119 -2.026  0.045  2.319  0.802  0.045  0.02  -0.027  0.018  0.014 -0.     0.001],
76,False,False,False,13.498505935260575,[ 0.154  0.317 -0.12  -2.025  0.046  2.319  0.802  0.042  0.024 -0.032  0.027  0.014 -0.003 -0.   ],
77,False,False,False,11.350750657698546,[ 0.156  0.319 -0.122 -2.024  0.047  2.319  0.802  0.038  0.025 -0.03   0.02   0.013  0.    -0.001],
78,False,False,False,8.378228336536333,[ 0.157  0.319 -0.123 -2.023  0.047  2.319  0.802  0.04   0.027 -0.027  0.024  0.016  0.     0.   ],
79,False,False,False,9.64531156448654,[ 0.159  0.32  -0.124 -2.022  0.048  2.318  0.802  0.034  0.025 -0.027  0.021  0.01  -0.    -0.002],
80,False,False,False,10.119767197482748,[ 0.16   0.322 -0.125 -2.021  0.048  2.318  0.802  0.03   0.027 -0.021  0.025  0.015 -0.001 -0.   ],
81,False,False,False,8.013362149345122,[ 0.161  0.323 -0.125 -2.02   0.049  2.318  0.802  0.022  0.028 -0.019  0.027  0.01   0.    -0.001],
82,False,False,False,18.176262694684652,[ 0.163  0.324 -0.127 -2.019  0.049  2.318  0.802  0.036  0.024 -0.027  0.026  0.012 -0.011  0.001],
83,False,False,False,21.57545447943843,[ 0.164  0.325 -0.127 -2.018  0.05   2.318  0.802  0.03   0.022 -0.021  0.019  0.018  0.001 -0.   ],
84,False,False,False,17.616904350717395,[ 0.165  0.325 -0.128 -2.018  0.05   2.318  0.802  0.025  0.022 -0.025  0.028  0.011 -0.002 -0.   ],
85,False,False,False,18.70917842703904,[ 0.166  0.326 -0.129 -2.017  0.051  2.318  0.802  0.035  0.02  -0.026  0.016  0.016  0.     0.001],
86,False,False,False,22.273654550917872,[ 0.168  0.327 -0.13  -2.016  0.051  2.318  0.802  0.027  0.026 -0.027  0.03   0.027 -0.01   0.002],
87,False,False,False,29.62486269753493,[ 0.169  0.328 -0.131 -2.015  0.052  2.318  0.802  0.029  0.028 -0.025  0.018  0.006 -0.001  0.001],
88,False,False,False,26.324445717483762,[ 0.17   0.329 -0.132 -2.014  0.052  2.318  0.802  0.038  0.02  -0.03   0.024  0.019  0.     0.002],
89,False,False,False,20.227970011432888,[ 0.172  0.33  -0.133 -2.013  0.053  2.318  0.802  0.03   0.03  -0.026  0.016  0.018  0.006 -0.002],
90,False,False,False,14.769906095920456,[ 0.173  0.331 -0.134 -2.012  0.054  2.318  0.802  0.024  0.029 -0.021  0.026  0.016  0.002 -0.001],
91,False,False,False,12.53936563461107,[ 0.174  0.332 -0.135 -2.011  0.054  2.318  0.802  0.027  0.029 -0.02   0.02   0.01  -0.001  0.001],
92,False,False,False,14.977648267680937,[ 0.175  0.334 -0.136 -2.01   0.055  2.318  0.802  0.029  0.034 -0.016  0.034  0.013 -0.001 -0.001],
93,False,False,False,16.306924726651012,[ 0.176  0.335 -0.137 -2.009  0.055  2.317  0.802  0.029  0.03  -0.028  0.031  0.013 -0.003  0.   ],
94,False,False,False,13.607432191767748,[ 0.178  0.336 -0.138 -2.008  0.056  2.317  0.802  0.037  0.019 -0.03   0.017  0.013 -0.015  0.001],
95,False,False,False,19.96606532051049,[ 0.18   0.337 -0.139 -2.007  0.056  2.317  0.802  0.041  0.018 -0.031  0.021  0.014 -0.004 -0.   ],
96,False,False,False,15.482847294933807,[ 0.181  0.337 -0.14  -2.006  0.057  2.316  0.802  0.03   0.022 -0.031  0.027  0.017 -0.012  0.001],
97,False,False,False,15.463364844384738,[ 0.182  0.338 -0.141 -2.005  0.057  2.316  0.802  0.037  0.018 -0.027  0.025  0.013 -0.009  0.   ],
98,False,False,False,10.45746528831471,[ 0.184  0.339 -0.142 -2.004  0.058  2.316  0.802  0.038  0.024 -0.019  0.017  0.017 -0.011  0.   ],
99,False,False,False,19.935554968913568,[ 0.185  0.34  -0.143 -2.003  0.059  2.316  0.802  0.028  0.022 -0.02   0.033  0.011 -0.008  0.001],
100,False,False,False,16.75115238523285,[ 0.187  0.341 -0.145 -2.001  0.059  2.316  0.802  0.028  0.021 -0.028  0.028  0.012 -0.013 -0.001],
101,False,False,False,14.641983512502541,[ 0.188  0.342 -0.145 -2.001  0.06   2.315  0.802  0.028  0.021 -0.019  0.028  0.012 -0.002  0.   ],
102,False,False,False,29.946205701346507,[ 0.189  0.343 -0.146 -2.     0.06   2.315  0.802  0.002 -0.008 -0.031  0.015  0.006  0.007 -0.007],
103,False,False,False,58.14657881986543,[ 0.191  0.344 -0.148 -1.999  0.061  2.315  0.802  0.044  0.014 -0.034  0.021  0.018 -0.005 -0.001],
104,False,False,False,36.9188789856395,[ 0.192  0.344 -0.149 -1.998  0.061  2.314  0.802  0.037  0.019 -0.028  0.018  0.009 -0.005 -0.001],
105,False,False,False,13.608870935692119,[ 0.194  0.345 -0.15  -1.997  0.062  2.314  0.802  0.035  0.019 -0.02   0.023  0.018 -0.     0.001],
106,False,False,False,19.145430330628024,[ 0.195  0.346 -0.151 -1.996  0.063  2.314  0.802  0.039  0.013 -0.03   0.02   0.01  -0.009  0.001],
107,False,False,False,13.886229410321729,[ 0.197  0.346 -0.152 -1.996  0.063  2.313  0.802  0.042  0.017 -0.034  0.013  0.016 -0.008  0.001],
108,False,False,False,24.222962927226625,[ 0.198  0.347 -0.153 -1.995  0.064  2.313  0.802  0.016  0.003 -0.033  0.015  0.009  0.001  0.   ],
109,False,False,False,40.084044802392185,[ 0.199  0.348 -0.154 -1.994  0.064  2.313  0.802  0.029  0.031 -0.024  0.028  0.02  -0.009  0.   ],
