t,success,grasped,has_collided,joint_jerks,proprioception
81,False,False,False,6.63810146030313,[-0.025  0.286  0.016 -2.165 -0.037  2.32   0.773 -0.002  0.023  0.005 -0.013 -0.001  0.008 -0.004]
82,False,False,False,7.035658535967872,[-0.025  0.287  0.016 -2.166 -0.037  2.321  0.772  0.     0.018  0.003 -0.016 -0.002  0.012 -0.002]
83,False,False,False,12.290478614781208,[-0.026  0.288  0.017 -2.166 -0.038  2.321  0.772 -0.002  0.025  0.011 -0.01  -0.005  0.015 -0.006]
84,False,False,False,10.528827146833315,[-0.026  0.288  0.017 -2.167 -0.038  2.322  0.772 -0.     0.02   0.009 -0.011 -0.008  0.016 -0.01 ]
85,False,False,False,6.472467065720239,[-0.026  0.289  0.017 -2.167 -0.038  2.322  0.771 -0.001  0.022  0.001 -0.007 -0.007  0.017 -0.015]
86,False,False,False,11.318755802389125,[-0.026  0.29   0.017 -2.168 -0.039  2.323  0.771 -0.002  0.017  0.007 -0.01  -0.005  0.014 -0.012]
87,False,False,False,5.996276053202723,[-0.026  0.291  0.018 -2.168 -0.039  2.323  0.771  0.     0.016  0.008 -0.016 -0.004  0.015 -0.004]
88,False,False,False,13.09843990354025,[-0.026  0.292  0.018 -2.169 -0.039  2.324  0.77  -0.001  0.024  0.005 -0.012 -0.01   0.007 -0.005]
89,False,False,False,11.602036513159815,[-0.026  0.292  0.018 -2.169 -0.04   2.324  0.77  -0.002  0.023  0.007 -0.009 -0.012  0.013 -0.014]
90,False,False,False,12.129814738378803,[-0.026  0.293  0.018 -2.169 -0.04   2.325  0.77  -0.003  0.023  0.    -0.01  -0.001  0.017 -0.013]
91,False,False,False,15.346333270122722,[-0.026  0.294  0.019 -2.17  -0.04   2.326  0.769 -0.004  0.024  0.006 -0.013 -0.01   0.019 -0.005]
92,False,False,False,13.21805802599108,[-0.026  0.295  0.019 -2.17  -0.04   2.326  0.769 -0.003  0.02   0.006 -0.011 -0.004  0.013 -0.006]
93,False,False,False,10.188041139421014,[-0.026  0.296  0.019 -2.171 -0.041  2.327  0.769 -0.003  0.025  0.002 -0.01  -0.008  0.014 -0.005]
94,False,False,False,11.246401412428801,[-0.026  0.296  0.019 -2.171 -0.041  2.327  0.768 -0.002  0.018  0.005 -0.011 -0.01   0.007 -0.013]
95,False,False,False,13.987050060606654,[-0.026  0.297  0.019 -2.171 -0.041  2.328  0.768 -0.002  0.02   0.002 -0.01  -0.012  0.013 -0.005]
96,False,False,False,12.754184431246436,[-0.026  0.298  0.019 -2.172 -0.042  2.328  0.768  0.001  0.015  0.005 -0.007 -0.008  0.005 -0.007]
97,False,False,False,12.905848099479265,[-0.026  0.299  0.02  -2.172 -0.042  2.329  0.767 -0.001  0.019  0.007 -0.008 -0.005  0.014 -0.008]
98,False,False,False,9.708087102034431,[-0.027  0.299  0.02  -2.172 -0.043  2.33   0.767 -0.004  0.022  0.004 -0.007 -0.008  0.012 -0.006]
99,False,False,False,10.91321276839518,[-0.027  0.3    0.02  -2.173 -0.043  2.33   0.767 -0.     0.019  0.005 -0.007 -0.007  0.02  -0.012]
100,False,False,False,12.886991048572295,[-0.027  0.301  0.02  -2.173 -0.043  2.331  0.766 -0.002  0.021  0.003 -0.006 -0.01   0.015 -0.006]
101,False,False,False,5.890441898855204,[-0.027  0.302  0.02  -2.173 -0.044  2.332  0.766 -0.006  0.02   0.    -0.004 -0.013  0.011 -0.008]
102,False,False,False,10.688023159612547,[-0.027  0.303  0.02  -2.173 -0.044  2.332  0.766 -0.003  0.026  0.008 -0.002 -0.009  0.014 -0.012]
103,False,False,False,14.673988825906244,[-0.027  0.303  0.02  -2.173 -0.045  2.333  0.765 -0.002  0.02   0.001 -0.007 -0.01   0.017 -0.005]
104,False,False,False,11.085846578572955,[-0.027  0.304  0.02  -2.174 -0.045  2.333  0.765 -0.003  0.018  0.005 -0.004 -0.013  0.021 -0.009]
105,False,False,False,9.169628830217826,[-0.027  0.305  0.02  -2.174 -0.045  2.334  0.765  0.     0.023  0.005 -0.004 -0.015  0.018 -0.006]
106,False,False,False,7.888514285913784,[-0.027  0.306  0.02  -2.174 -0.046  2.335  0.764  0.     0.025  0.002  0.001 -0.006  0.014 -0.006]
107,False,False,False,10.044938792112713,[-0.027  0.307  0.02  -2.174 -0.046  2.335  0.764 -0.001  0.024  0.    -0.001 -0.01   0.018 -0.009]
108,False,False,False,6.415132608526109,[-0.027  0.307  0.02  -2.174 -0.047  2.336  0.764 -0.004  0.02   0.001  0.001 -0.011  0.014 -0.008]
109,False,False,False,5.455458690167802,[-0.027  0.308  0.02  -2.174 -0.047  2.337  0.763 -0.001  0.017 -0.001  0.    -0.013  0.013 -0.004]
110,False,False,False,7.576497309639236,[-0.028  0.309  0.02  -2.174 -0.048  2.337  0.763 -0.003  0.02  -0.001  0.    -0.01   0.018 -0.001]
111,False,False,False,10.056469145139676,[-0.028  0.31   0.02  -2.174 -0.048  2.338  0.763 -0.     0.022  0.001  0.    -0.012  0.018 -0.01 ]
112,False,False,False,8.032402412514983,[-0.028  0.311  0.02  -2.174 -0.048  2.339  0.763 -0.003  0.018 -0.001 -0.001 -0.015  0.014 -0.012]
113,False,False,False,6.8905062141035245,[-0.028  0.311  0.02  -2.174 -0.049  2.339  0.762 -0.002  0.019 -0.    -0.001 -0.012  0.013 -0.009]
114,False,False,False,3.8277082220890137,[-0.028  0.312  0.02  -2.174 -0.049  2.34   0.762 -0.     0.018 -0.     0.    -0.014  0.014 -0.009]
115,False,False,False,6.323660720703331,[-0.028  0.313  0.02  -2.174 -0.05   2.341  0.762 -0.003  0.019 -0.001  0.    -0.013  0.023 -0.007]
116,False,False,False,10.423214414549063,[-0.028  0.314  0.02  -2.174 -0.05   2.341  0.761  0.001  0.018 -0.001 -0.    -0.01   0.017 -0.008]
117,False,False,False,8.990321711199574,[-0.028  0.314  0.02  -2.174 -0.051  2.342  0.761 -0.004  0.019 -0.    -0.    -0.016  0.018 -0.008]
118,False,False,False,7.416196990383897,[-0.028  0.315  0.02  -2.174 -0.051  2.343  0.761 -0.004  0.019 -0.001  0.003 -0.013  0.016 -0.002]
119,False,False,False,8.18720657377674,[-0.029  0.316  0.02  -2.174 -0.051  2.343  0.76  -0.002  0.021  0.001  0.002 -0.012  0.021 -0.006]
120,False,False,False,7.740326741350881,[-0.029  0.317  0.02  -2.174 -0.052  2.344  0.76  -0.004  0.021  0.001  0.004 -0.011  0.015 -0.011]
121,False,False,False,10.667084655464445,[-0.029  0.317  0.02  -2.174 -0.052  2.345  0.76  -0.002  0.015  0.     0.001 -0.008  0.017 -0.005]
122,False,False,False,11.608690607885205,[-0.029  0.318  0.02  -2.174 -0.053  2.345  0.76  -0.     0.023  0.002  0.006 -0.006  0.014 -0.006]
123,False,False,False,10.958820814696375,[-0.029  0.319  0.02  -2.173 -0.053  2.346  0.759 -0.002  0.019  0.001  0.005 -0.013  0.017 -0.006]
124,False,False,False,4.708401123092883,[-0.029  0.32   0.02  -2.173 -0.054  2.347  0.759 -0.002  0.014 -0.002  0.002 -0.015  0.015 -0.007]
125,False,False,False,8.749266498709906,[-0.029  0.321  0.02  -2.173 -0.054  2.347  0.759 -0.001  0.018 -0.     0.    -0.012  0.02  -0.003]
126,False,False,False,13.817286124085438,[-0.029  0.322  0.02  -2.173 -0.054  2.348  0.759 -0.     0.021 -0.004  0.006 -0.012  0.011 -0.013]
127,False,False,False,15.06346576073674,[-0.029  0.322  0.02  -2.173 -0.055  2.349  0.758 -0.001  0.016 -0.001  0.003 -0.004  0.018 -0.012]
128,False,False,False,12.817049584517285,[-0.03   0.323  0.02  -2.172 -0.055  2.349  0.758 -0.006  0.025 -0.005  0.002 -0.006  0.015 -0.005]
129,False,False,False,13.442647359103395,[-0.03   0.324  0.02  -2.172 -0.056  2.35   0.758 -0.004  0.019 -0.     0.002 -0.013  0.011 -0.009]
130,False,False,False,13.622063862230291,[-0.03   0.325  0.02  -2.172 -0.056  2.351  0.758 -0.001  0.017  0.001  0.004 -0.01   0.024 -0.008]
131,False,False,False,15.421804126474578,[-0.03   0.325  0.02  -2.172 -0.057  2.351  0.757 -0.007  0.02  -0.001  0.001 -0.015  0.018 -0.009]
132,False,False,False,11.300770996147936,[-0.03   0.326  0.02  -2.172 -0.057  2.352  0.757 -0.003  0.016 -0.001  0.008 -0.013  0.013 -0.006]
133,False,False,False,8.916967412646095,[-0.03   0.327  0.02  -2.171 -0.057  2.353  0.757 -0.005  0.018 -0.     0.009 -0.014  0.015 -0.009]
134,False,False,False,7.724937390453846,[-0.03   0.328  0.02  -2.171 -0.058  2.353  0.757 -0.004  0.019  0.001  0.007 -0.003  0.016 -0.012]
135,False,False,False,15.970909040096204,[-0.03   0.328  0.02  -2.171 -0.058  2.354  0.756 -0.004  0.019 -0.002  0.007 -0.017  0.023 -0.014]
136,False,False,False,21.33630905985962,[-0.031  0.329  0.02  -2.171 -0.059  2.355  0.756 -0.     0.018 -0.002  0.007 -0.004  0.014 -0.003]
137,False,False,False,17.474978285832883,[-0.031  0.33   0.02  -2.17  -0.059  2.355  0.756 -0.007  0.026  0.001  0.002 -0.007  0.015 -0.006]
138,False,False,False,12.352923003430952,[-0.031  0.331  0.02  -2.17  -0.059  2.356  0.756 -0.001  0.023 -0.002  0.005 -0.011  0.019 -0.006]
139,False,False,False,6.74666311235024,[-0.031  0.332  0.02  -2.17  -0.06   2.357  0.755 -0.003  0.023 -0.002  0.009 -0.016  0.02  -0.01 ]
140,False,False,False,7.623515617689305,[-0.031  0.333  0.02  -2.17  -0.06   2.357  0.755 -0.003  0.022 -0.003  0.008 -0.011  0.018 -0.011]
141,False,False,False,10.465160017133131,[-0.031  0.333  0.02  -2.17  -0.061  2.358  0.755 -0.003  0.02  -0.002 -0.001 -0.014  0.012 -0.003]
142,False,False,False,14.061830939796318,[-0.031  0.334  0.019 -2.169 -0.061  2.359  0.755 -0.008  0.021 -0.     0.005 -0.015  0.017 -0.004]
143,False,False,False,5.810503127197635,[-0.032  0.335  0.019 -2.169 -0.062  2.359  0.754 -0.006  0.023  0.001  0.006 -0.016  0.018 -0.006]
144,False,False,False,6.2659977687517525,[-0.032  0.336  0.019 -2.169 -0.062  2.36   0.754 -0.002  0.024 -0.     0.007 -0.008  0.015 -0.006]
145,False,False,False,7.282074292660163,[-0.032  0.336  0.019 -2.169 -0.062  2.361  0.754 -0.002  0.023 -0.     0.005 -0.009  0.012 -0.001]
146,False,False,False,13.305004393695588,[-0.032  0.337  0.019 -2.168 -0.063  2.362  0.754 -0.003  0.018 -0.     0.005 -0.012  0.022 -0.011]
147,False,False,False,18.22976037592196,[-0.032  0.338  0.019 -2.168 -0.063  2.362  0.753 -0.004  0.015  0.     0.001 -0.004  0.013 -0.004]
148,False,False,False,15.070398051015681,[-0.032  0.339  0.019 -2.168 -0.064  2.363  0.753 -0.008  0.024 -0.001  0.007 -0.005  0.014 -0.007]
149,False,False,False,15.544890198889469,[-0.032  0.339  0.019 -2.168 -0.064  2.364  0.753 -0.005  0.017 -0.     0.002 -0.014  0.017 -0.001]
150,False,False,False,12.65120439800298,[-0.033  0.34   0.019 -2.168 -0.064  2.364  0.753 -0.     0.018 -0.001  0.004 -0.014  0.013 -0.006]
151,False,False,False,10.025131031413588,[-0.033  0.341  0.019 -2.167 -0.065  2.365  0.752 -0.002  0.023  0.     0.006 -0.016  0.022 -0.008]
152,False,False,False,10.639311858475377,[-0.033  0.342  0.019 -2.167 -0.065  2.366  0.752 -0.001  0.022  0.     0.005 -0.01   0.018 -0.011]
153,False,False,False,10.709659942658769,[-0.033  0.343  0.019 -2.167 -0.066  2.366  0.752 -0.002  0.016 -0.     0.005 -0.017  0.013 -0.007]
154,False,False,False,14.25923697612953,[-0.033  0.343  0.019 -2.167 -0.066  2.367  0.752 -0.005  0.026 -0.001  0.005 -0.012  0.014 -0.007]
155,False,False,False,9.949915680815876,[-0.033  0.344  0.019 -2.167 -0.067  2.368  0.751 -0.002  0.023 -0.001  0.003 -0.006  0.015 -0.002]
156,False,False,False,10.996713497807717,[-0.033  0.345  0.019 -2.166 -0.067  2.368  0.751 -0.001  0.019  0.     0.003 -0.008  0.019 -0.013]
157,False,False,False,14.116900013254078,[-0.034  0.346  0.019 -2.166 -0.067  2.369  0.751 -0.006  0.019 -0.001  0.002 -0.004  0.024 -0.003]
158,False,False,False,11.560091747177847,[-0.034  0.347  0.019 -2.166 -0.068  2.37   0.751 -0.006  0.023 -0.002  0.007 -0.008  0.021 -0.003]
159,False,False,False,11.236259315042451,[-0.034  0.347  0.019 -2.166 -0.068  2.37   0.75  -0.006  0.013  0.001  0.004 -0.013  0.015 -0.005]
160,False,False,False,10.36950095029063,[-0.034  0.348  0.019 -2.166 -0.069  2.371  0.75  -0.005  0.012 -0.002  0.005 -0.013  0.021 -0.005]
161,False,False,False,7.180878407889034,[-0.034  0.349  0.019 -2.166 -0.069  2.372  0.75  -0.002  0.019 -0.001  0.003 -0.01   0.02  -0.002]
162,False,False,False,7.12549720837437,[-0.034  0.35   0.019 -2.165 -0.07   2.372  0.75  -0.002  0.02  -0.003  0.007 -0.011  0.017 -0.005]
163,False,False,False,5.9629908552168684,[-0.034  0.35   0.019 -2.165 -0.07   2.373  0.749 -0.002  0.019  0.     0.009 -0.011  0.02  -0.011]
164,False,False,False,10.039902665716284,[-0.035  0.351  0.019 -2.165 -0.07   2.374  0.749 -0.004  0.019  0.001  0.007 -0.005  0.014 -0.006]
165,False,False,False,10.120146725710583,[-0.035  0.352  0.019 -2.165 -0.071  2.374  0.749 -0.005  0.019  0.     0.    -0.008  0.018 -0.011]
166,False,False,False,13.689534708908122,[-0.035  0.353  0.019 -2.165 -0.071  2.375  0.749 -0.     0.02  -0.002  0.006 -0.013  0.011 -0.003]
167,False,False,False,14.428973909731738,[-0.035  0.354  0.019 -2.165 -0.072  2.376  0.748 -0.002  0.018 -0.     0.002 -0.014  0.019 -0.006]
168,False,False,False,6.749352026231558,[-0.035  0.354  0.019 -2.164 -0.072  2.376  0.748 -0.005  0.015 -0.003  0.004 -0.014  0.02  -0.007]
169,False,False,False,7.389109746246735,[-0.035  0.355  0.019 -2.164 -0.072  2.377  0.748 -0.01   0.02  -0.     0.002 -0.014  0.017 -0.008]
170,False,False,False,9.647404996620645,[-0.036  0.356  0.019 -2.164 -0.073  2.378  0.748 -0.004  0.018 -0.002  0.006 -0.013  0.016 -0.012]
171,False,False,False,9.8916054857997,[-0.036  0.357  0.019 -2.164 -0.073  2.378  0.747 -0.006  0.021  0.001  0.006 -0.009  0.021 -0.006]
