t,success,grasped,has_collided,joint_jerks,proprioception
0,False,False,False,1.0331670134503357,[-0.014  0.231  0.015 -2.119 -0.007  2.335  0.802 -0.     0.     0.     0.    -0.    -0.001  0.001]
1,False,False,False,2.3355860657004683,[-0.014  0.231  0.015 -2.119 -0.007  2.335  0.802  0.    -0.    -0.    -0.001 -0.     0.     0.   ]
2,False,False,False,2.4926904426906944,[-0.014  0.231  0.015 -2.119 -0.007  2.335  0.802 -0.     0.    -0.     0.    -0.     0.     0.002]
3,False,False,False,5.899078953106064,[-0.014  0.231  0.015 -2.119 -0.007  2.335  0.802  0.     0.     0.001 -0.001  0.     0.    -0.006]
4,False,False,False,7.732532954820486,[-0.014  0.231  0.015 -2.119 -0.007  2.335  0.802  0.001  0.001  0.004  0.     0.     0.    -0.002]
5,False,False,False,6.246723831341147,[-0.014  0.231  0.015 -2.119 -0.007  2.335  0.802 -0.001  0.002  0.005 -0.007  0.001  0.    -0.001]
6,False,False,False,7.29838976979842,[-0.014  0.232  0.015 -2.12  -0.007  2.335  0.802  0.001  0.008  0.002 -0.008 -0.     0.    -0.006]
7,False,False,False,7.2094465980078555,[-0.014  0.232  0.015 -2.12  -0.008  2.335  0.801  0.002  0.01   0.    -0.011 -0.004 -0.    -0.002]
8,False,False,False,9.397037793032814,[-0.014  0.232  0.015 -2.12  -0.008  2.335  0.801  0.001  0.005  0.001 -0.011 -0.002 -0.    -0.008]
9,False,False,False,9.263702899220174,[-0.013  0.233  0.015 -2.121 -0.008  2.335  0.801  0.004  0.009  0.007 -0.008 -0.006  0.    -0.007]
10,False,False,False,6.43766221383211,[-0.013  0.233  0.016 -2.121 -0.008  2.335  0.801  0.006  0.011  0.006 -0.008 -0.003 -0.    -0.009]
11,False,False,False,5.784703313177324,[-0.013  0.234  0.016 -2.121 -0.008  2.335  0.8    0.009  0.009  0.007 -0.015 -0.003 -0.    -0.014]
12,False,False,False,12.05520504073804,[-0.012  0.234  0.016 -2.122 -0.009  2.335  0.8    0.006  0.011  0.005 -0.012 -0.004 -0.    -0.004]
13,False,False,False,12.578490345146664,[-0.012  0.235  0.016 -2.122 -0.009  2.335  0.799  0.006  0.013  0.007 -0.009 -0.012  0.    -0.012]
14,False,False,False,14.021719554900349,[-0.012  0.235  0.016 -2.123 -0.009  2.335  0.799  0.     0.013  0.005 -0.011 -0.003  0.    -0.008]
15,False,False,False,15.985877769409724,[-0.012  0.236  0.017 -2.123 -0.009  2.335  0.799  0.009  0.012  0.006 -0.013 -0.011  0.    -0.015]
16,False,False,False,14.417371189046515,[-0.012  0.236  0.017 -2.124 -0.01   2.335  0.798  0.009  0.012  0.004 -0.013 -0.002  0.    -0.01 ]
17,False,False,False,11.83025667881007,[-0.011  0.237  0.017 -2.124 -0.01   2.335  0.798  0.002  0.015  0.003 -0.02  -0.008 -0.001 -0.01 ]
18,False,False,False,13.748093000418892,[-0.011  0.238  0.017 -2.125 -0.01   2.335  0.797  0.006  0.018  0.01  -0.013 -0.006  0.003 -0.01 ]
19,False,False,False,12.849590881616443,[-0.011  0.238  0.018 -2.125 -0.011  2.335  0.797  0.004  0.017  0.004 -0.014 -0.012  0.    -0.013]
20,False,False,False,11.493448968592295,[-0.011  0.239  0.018 -2.126 -0.011  2.335  0.796  0.007  0.017  0.007 -0.018 -0.007 -0.    -0.007]
21,False,False,False,10.158801254071802,[-0.01   0.24   0.018 -2.127 -0.011  2.335  0.796  0.004  0.015  0.006 -0.016 -0.009  0.003 -0.012]
22,False,False,False,7.495812070291212,[-0.01   0.24   0.018 -2.127 -0.012  2.335  0.796  0.006  0.019  0.004 -0.014 -0.009  0.003 -0.007]
23,False,False,False,7.3849042418138975,[-0.01   0.241  0.019 -2.128 -0.012  2.335  0.795  0.003  0.02   0.008 -0.014 -0.008  0.    -0.009]
24,False,False,False,8.679597737843531,[-0.01   0.242  0.019 -2.128 -0.012  2.335  0.795  0.008  0.014  0.008 -0.017 -0.005  0.005 -0.014]
25,False,False,False,10.666081442897505,[-0.009  0.243  0.019 -2.129 -0.013  2.335  0.794  0.012  0.018  0.009 -0.018 -0.007  0.009 -0.006]
26,False,False,False,12.785047454268982,[-0.009  0.244  0.02  -2.13  -0.013  2.336  0.794  0.009  0.02   0.008 -0.014 -0.004  0.005 -0.013]
27,False,False,False,11.621686666960358,[-0.009  0.244  0.02  -2.13  -0.013  2.336  0.794  0.001  0.016  0.006 -0.021 -0.01   0.01  -0.016]
28,False,False,False,18.699030736729227,[-0.009  0.245  0.02  -2.131 -0.013  2.336  0.793  0.002  0.018  0.01  -0.014 -0.008  0.003 -0.001]
29,False,False,False,20.62926939267888,[-0.009  0.246  0.021 -2.132 -0.014  2.336  0.793  0.007  0.018  0.005 -0.02  -0.008  0.008 -0.011]
30,False,False,False,10.992680953154292,[-0.009  0.247  0.021 -2.132 -0.014  2.337  0.792  0.002  0.019  0.004 -0.022 -0.009  0.004 -0.011]
31,False,False,False,12.72076926904666,[-0.009  0.247  0.021 -2.133 -0.014  2.337  0.792  0.006  0.02   0.01  -0.021 -0.008  0.015 -0.016]
32,False,False,False,18.184049239295554,[-0.008  0.248  0.021 -2.133 -0.015  2.337  0.792  0.004  0.016  0.009 -0.016 -0.01   0.004 -0.006]
33,False,False,False,12.533744544169021,[-0.008  0.249  0.022 -2.134 -0.015  2.338  0.791  0.     0.017  0.01  -0.014 -0.007  0.003 -0.011]
34,False,False,False,10.159183522485355,[-0.008  0.25   0.022 -2.135 -0.015  2.338  0.791  0.002  0.015  0.01  -0.014 -0.007  0.009 -0.002]
35,False,False,False,14.601772838823342,[-0.008  0.25   0.022 -2.135 -0.015  2.338  0.79   0.004  0.018  0.007 -0.018 -0.011  0.004 -0.013]
36,False,False,False,14.647774275759772,[-0.008  0.251  0.023 -2.136 -0.016  2.339  0.79   0.     0.017  0.005 -0.016 -0.005  0.013 -0.012]
37,False,False,False,13.652691899863207,[-0.008  0.252  0.023 -2.137 -0.016  2.339  0.79  -0.     0.023  0.009 -0.018 -0.01   0.009 -0.008]
38,False,False,False,10.285506201834623,[-0.008  0.253  0.023 -2.137 -0.016  2.339  0.789  0.     0.021  0.007 -0.019 -0.009  0.013 -0.009]
39,False,False,False,5.496354491606269,[-0.008  0.253  0.024 -2.138 -0.016  2.34   0.789  0.001  0.021  0.01  -0.017 -0.007  0.013 -0.008]
40,False,False,False,6.445992797760783,[-0.008  0.254  0.024 -2.139 -0.017  2.34   0.789  0.001  0.021  0.005 -0.012 -0.009  0.006 -0.007]
41,False,False,False,10.980065916730526,[-0.008  0.255  0.024 -2.139 -0.017  2.341  0.788  0.001  0.023  0.007 -0.014 -0.001  0.008 -0.012]
42,False,False,False,15.847577380725886,[-0.008  0.256  0.025 -2.14  -0.017  2.341  0.788 -0.     0.023  0.007 -0.015 -0.011  0.017 -0.002]
43,False,False,False,18.046341715251884,[-0.008  0.257  0.025 -2.14  -0.017  2.341  0.788  0.003  0.023  0.009 -0.013 -0.001  0.014 -0.007]
44,False,False,False,12.915109102958251,[-0.008  0.257  0.025 -2.141 -0.017  2.342  0.788  0.     0.021  0.005 -0.01  -0.01   0.012 -0.01 ]
45,False,False,False,9.87437119632733,[-0.008  0.258  0.026 -2.141 -0.018  2.342  0.787  0.002  0.014  0.008 -0.015 -0.007  0.007 -0.012]
46,False,False,False,8.383651226998218,[-0.008  0.259  0.026 -2.142 -0.018  2.343  0.787 -0.001  0.017  0.012 -0.019 -0.001  0.01  -0.013]
47,False,False,False,12.65735189071025,[-0.008  0.26   0.026 -2.143 -0.018  2.343  0.787  0.     0.023  0.007 -0.014 -0.007  0.013 -0.007]
48,False,False,False,13.76288843092861,[-0.008  0.26   0.027 -2.143 -0.018  2.344  0.787  0.     0.015  0.009 -0.016 -0.002  0.016 -0.008]
