t,success,grasped,has_collided,joint_jerks,proprioception,trial time
0,False,False,False,0.7122951132505883,[-0.015  0.231  0.013 -2.119 -0.008  2.334  0.802 -0.001  0.     0.    -0.001  0.    -0.     0.   ],
1,False,False,False,1.5725161137577273,[-0.015  0.231  0.013 -2.119 -0.008  2.334  0.802 -0.001 -0.001  0.001  0.     0.    -0.001  0.   ],
2,False,False,False,114.0987275466717,[-0.012  0.231  0.011 -2.118 -0.007  2.334  0.802  0.147 -0.015 -0.088  0.002 -0.059  0.007 -0.006],
3,False,False,False,200.46495736170303,[-0.009  0.232  0.008 -2.117 -0.006  2.334  0.802  0.084  0.034 -0.058  0.038  0.078 -0.021  0.002],
4,False,False,False,135.05149171525375,[-0.005  0.233  0.005 -2.116 -0.005  2.334  0.802  0.091  0.015 -0.069  0.017  0.036 -0.021  0.001],
5,False,False,False,30.351795593253865,[-0.001  0.233  0.002 -2.116 -0.004  2.333  0.802  0.095  0.018 -0.068  0.024  0.021 -0.005  0.   ],
6,False,False,False,21.023312687646442,[ 0.002  0.234 -0.001 -2.115 -0.003  2.333  0.802  0.097  0.044 -0.059  0.038  0.026  0.     0.004],
7,False,False,False,44.363702882152104,[ 0.005  0.235 -0.004 -2.114 -0.002  2.333  0.802  0.06   0.031 -0.068  0.034  0.064 -0.004  0.003],
8,False,False,False,67.49922022236751,[ 0.009  0.235 -0.006 -2.113 -0.001  2.333  0.802  0.083  0.008 -0.073  0.013  0.015 -0.009  0.001],
9,False,False,False,38.23470271939281,[ 0.013  0.236 -0.009 -2.112 -0.     2.332  0.802  0.101  0.011 -0.073  0.008  0.017 -0.004 -0.001],
10,False,False,False,26.43445792065456,[ 0.016  0.236 -0.012 -2.112  0.001  2.332  0.802  0.078  0.013 -0.074  0.016  0.027 -0.005 -0.   ],
11,False,False,False,17.24080901383749,[ 0.02   0.237 -0.015 -2.111  0.002  2.332  0.802  0.076  0.015 -0.064  0.018  0.022 -0.008  0.001],
12,False,False,False,9.933390419554172,[ 0.023  0.237 -0.018 -2.11   0.003  2.331  0.802  0.079  0.012 -0.067  0.014  0.021 -0.01  -0.   ],
13,False,False,False,9.952300822511116,[ 0.026  0.238 -0.021 -2.11   0.003  2.331  0.802  0.082  0.014 -0.07   0.017  0.018  0.002 -0.002],
14,False,False,False,58.92889391466845,[ 0.029  0.239 -0.023 -2.109  0.004  2.331  0.802  0.05   0.015 -0.031  0.03   0.078 -0.028  0.004],
15,False,False,False,89.06595352897241,[ 0.032  0.239 -0.026 -2.108  0.005  2.331  0.802  0.058  0.017 -0.061  0.019  0.035 -0.008  0.   ],
16,False,False,False,33.09833097527007,[ 0.035  0.24  -0.028 -2.107  0.006  2.331  0.802  0.093 -0.004 -0.055  0.009 -0.006 -0.002 -0.001],
17,False,False,False,68.46599084594301,[ 0.039  0.241 -0.031 -2.106  0.007  2.331  0.802  0.065  0.022 -0.061  0.018  0.026 -0.     0.   ],
18,False,False,False,35.40120928453322,[ 0.042  0.242 -0.033 -2.105  0.008  2.331  0.802  0.073  0.021 -0.06   0.018  0.032 -0.018  0.   ],
19,False,False,False,24.172005863972394,[ 0.045  0.243 -0.036 -2.105  0.008  2.33   0.802  0.07   0.021 -0.064  0.016  0.023 -0.003  0.001],
20,False,False,False,11.977169465894768,[ 0.048  0.244 -0.039 -2.104  0.009  2.33   0.802  0.075  0.018 -0.067  0.019  0.016 -0.002  0.002],
21,False,False,False,17.096694653166537,[ 0.051  0.245 -0.041 -2.103  0.01   2.33   0.802  0.067  0.027 -0.058  0.026  0.024  0.001  0.   ],
