t,success,grasped,has_collided,joint_jerks,proprioception
0,False,False,False,1.2707443632580617,[-0.015  0.231  0.014 -2.119 -0.008  2.335  0.801  0.    -0.    -0.001  0.002 -0.    -0.    -0.   ]
1,False,False,False,3.209491437764233,[-0.015  0.231  0.014 -2.119 -0.008  2.335  0.801 -0.    -0.     0.001 -0.001  0.    -0.    -0.001]
2,False,False,False,12.968462463299678,[-0.015  0.231  0.014 -2.119 -0.008  2.335  0.8    0.01   0.006  0.011 -0.01   0.001 -0.002 -0.013]
3,False,False,False,21.516858198759664,[-0.015  0.232  0.015 -2.12  -0.008  2.336  0.8    0.004  0.011  0.005 -0.004 -0.007  0.011 -0.014]
4,False,False,False,21.388693554051407,[-0.014  0.232  0.015 -2.12  -0.008  2.336  0.8    0.01   0.008  0.016 -0.015 -0.011  0.007 -0.006]
5,False,False,False,19.286641203080173,[-0.014  0.233  0.015 -2.12  -0.008  2.336  0.799  0.008  0.012  0.008 -0.01  -0.013  0.008 -0.01 ]
6,False,False,False,7.3350208836759165,[-0.014  0.233  0.016 -2.121 -0.009  2.337  0.799  0.01   0.013  0.004 -0.011 -0.009  0.01  -0.016]
7,False,False,False,9.066602828302353,[-0.013  0.234  0.016 -2.121 -0.009  2.337  0.799  0.005  0.013  0.003 -0.01  -0.01   0.016 -0.01 ]
8,False,False,False,15.888521917347699,[-0.013  0.234  0.016 -2.122 -0.009  2.338  0.798  0.012  0.008  0.005 -0.013 -0.004  0.002 -0.008]
9,False,False,False,19.605368534723375,[-0.013  0.235  0.016 -2.122 -0.01   2.338  0.798  0.007  0.011 -0.    -0.01  -0.008  0.012 -0.007]
10,False,False,False,9.878832101617336,[-0.012  0.235  0.016 -2.122 -0.01   2.338  0.798  0.001  0.016  0.004 -0.011 -0.012  0.01  -0.011]
11,False,False,False,13.05936612756328,[-0.012  0.236  0.017 -2.123 -0.01   2.339  0.797  0.008  0.01   0.006 -0.011 -0.005  0.009 -0.008]
12,False,False,False,8.804488323425893,[-0.012  0.236  0.017 -2.123 -0.011  2.339  0.797  0.007  0.01   0.009 -0.007 -0.006  0.015 -0.001]
13,False,False,False,15.852200908150282,[-0.011  0.237  0.017 -2.123 -0.011  2.339  0.796  0.01   0.011  0.004 -0.007 -0.008  0.003 -0.009]
14,False,False,False,14.531607992188269,[-0.011  0.237  0.017 -2.124 -0.011  2.34   0.796  0.007  0.012  0.008 -0.009 -0.014  0.008 -0.005]
15,False,False,False,11.011305544985284,[-0.011  0.238  0.018 -2.124 -0.012  2.34   0.796  0.005  0.013  0.01  -0.013 -0.005  0.013 -0.01 ]
16,False,False,False,11.156672538897485,[-0.011  0.239  0.018 -2.125 -0.012  2.341  0.795  0.004  0.013  0.003 -0.013 -0.006  0.009 -0.009]
17,False,False,False,11.754083959084573,[-0.01   0.239  0.018 -2.125 -0.012  2.341  0.795  0.012  0.014  0.01  -0.008 -0.004  0.01  -0.013]
18,False,False,False,11.720622162634255,[-0.01   0.24   0.019 -2.125 -0.013  2.341  0.794  0.009  0.016  0.007 -0.011 -0.008  0.014 -0.012]
