t,success,grasped,has_collided,joint_jerks,proprioception,trial time
0,False,False,False,0.8116602489244154,[-0.012  0.232  0.014 -2.118 -0.008  2.332  0.806 -0.001  0.     0.     0.    -0.     0.    -0.   ],
1,False,False,False,1.6949879776733736,[-0.012  0.232  0.014 -2.118 -0.008  2.332  0.806 -0.001 -0.001  0.    -0.001 -0.    -0.    -0.001],
2,False,False,False,24.536217388452126,[-0.012  0.233  0.014 -2.118 -0.007  2.333  0.806  0.015  0.003 -0.014 -0.02  -0.003  0.026 -0.002],
3,False,False,False,32.09731195732891,[-0.011  0.233  0.013 -2.119 -0.007  2.334  0.806  0.01   0.017 -0.01  -0.007  0.004  0.027 -0.001],
4,False,False,False,16.10067785906235,[-0.011  0.234  0.013 -2.119 -0.007  2.336  0.806  0.012  0.014 -0.011 -0.009  0.002  0.032  0.001],
5,False,False,False,4.166782526178531,[-0.01   0.235  0.012 -2.12  -0.007  2.337  0.806  0.017  0.016 -0.012 -0.013  0.001  0.032  0.001],
6,False,False,False,5.761771240742261,[-0.01   0.235  0.012 -2.12  -0.007  2.338  0.806  0.02   0.023 -0.013 -0.01   0.002  0.034  0.   ],
7,False,False,False,12.03943043051129,[-0.009  0.236  0.011 -2.121 -0.007  2.339  0.806  0.01   0.018 -0.008 -0.008  0.     0.029 -0.001],
8,False,False,False,12.077799293922807,[-0.009  0.237  0.011 -2.121 -0.007  2.34   0.806  0.013  0.022 -0.01  -0.008  0.001  0.033 -0.001],
9,False,False,False,11.67496545450094,[-0.008  0.238  0.01  -2.122 -0.007  2.341  0.806  0.023  0.018 -0.016 -0.009  0.004  0.022 -0.001],
10,False,False,False,25.280918776120867,[-0.007  0.239  0.01  -2.122 -0.006  2.343  0.806  0.016  0.015 -0.011 -0.016 -0.024  0.024 -0.01 ],
11,False,False,False,42.2384441694742,[-0.007  0.24   0.009 -2.122 -0.006  2.344  0.806  0.015  0.022 -0.014 -0.003  0.008  0.029  0.   ],
12,False,False,False,44.60310483220778,[-0.006  0.241  0.009 -2.122 -0.006  2.345  0.806  0.022  0.043 -0.025 -0.016 -0.018  0.053 -0.007],
13,False,False,False,55.594666057950256,[-0.005  0.242  0.008 -2.123 -0.006  2.345  0.806  0.013  0.026 -0.015 -0.001 -0.     0.025  0.005],
14,False,False,False,29.7681849974015,[-0.005  0.243  0.008 -2.123 -0.006  2.347  0.806  0.012  0.022 -0.007 -0.008  0.001  0.024 -0.007],
15,False,False,False,18.963671809431617,[-0.004  0.244  0.007 -2.123 -0.006  2.348  0.806  0.019  0.02  -0.018 -0.001  0.003  0.026 -0.   ],
16,False,False,False,17.551258020840727,[-0.003  0.245  0.007 -2.123 -0.006  2.348  0.806  0.014  0.024 -0.009 -0.007  0.006  0.025  0.001],
17,False,False,False,13.05625498028456,[-0.003  0.246  0.006 -2.123 -0.006  2.349  0.806  0.014  0.023 -0.016 -0.008  0.001  0.022  0.   ],
18,False,False,False,9.484885085914298,[-0.002  0.247  0.006 -2.124 -0.006  2.351  0.806  0.01   0.021 -0.014 -0.003 -0.001  0.027 -0.   ],
19,False,False,False,8.07928939422062,[-0.002  0.247  0.005 -2.124 -0.005  2.352  0.806  0.008  0.019 -0.016 -0.007  0.     0.024 -0.001],
20,False,False,False,10.839766549885713,[-0.002  0.248  0.005 -2.124 -0.005  2.353  0.806  0.004  0.018 -0.005 -0.012 -0.005  0.03  -0.002],
21,False,False,False,12.13232803547333,[-0.002  0.249  0.005 -2.124 -0.005  2.354  0.806 -0.001  0.026 -0.    -0.008  0.001  0.035  0.   ],
22,False,False,False,9.49914239326602,[-0.002  0.25   0.005 -2.125 -0.005  2.355  0.806 -0.01   0.026  0.009 -0.009  0.     0.033 -0.001],
23,False,False,False,17.176200766125856,[-0.002  0.251  0.005 -2.125 -0.005  2.356  0.806 -0.     0.025 -0.    -0.011  0.     0.027 -0.001],
24,False,False,False,34.10267890571967,[-0.002  0.252  0.005 -2.126 -0.005  2.357  0.806  0.002  0.065  0.01   0.015 -0.002  0.028  0.001],
