t,success,grasped,has_collided,joint_jerks,proprioception
0,False,False,False,1.1149887342456484,[-0.013  0.232  0.015 -2.118 -0.008  2.333  0.807 -0.     0.001 -0.001  0.    -0.    -0.001 -0.001]
1,False,False,False,2.3064936660534663,[-0.013  0.232  0.015 -2.118 -0.008  2.333  0.807 -0.001 -0.001 -0.001  0.     0.     0.     0.   ]
2,False,False,False,11.58004852254067,[-0.013  0.232  0.015 -2.119 -0.008  2.333  0.807  0.002  0.011  0.001 -0.006 -0.002  0.004 -0.008]
3,False,False,False,9.101940929691,[-0.012  0.233  0.015 -2.119 -0.009  2.333  0.806  0.004  0.011  0.007 -0.01  -0.005  0.011 -0.01 ]
4,False,False,False,9.180616740588462,[-0.012  0.233  0.015 -2.119 -0.009  2.334  0.806  0.007  0.01   0.002 -0.016 -0.006  0.01  -0.006]
5,False,False,False,8.84391626148309,[-0.012  0.234  0.015 -2.12  -0.009  2.334  0.806  0.005  0.012 -0.    -0.015 -0.009  0.015 -0.009]
6,False,False,False,5.297715014763916,[-0.012  0.234  0.016 -2.12  -0.01   2.335  0.805  0.002  0.013  0.    -0.01  -0.007  0.016 -0.013]
7,False,False,False,10.250430288538336,[-0.012  0.235  0.016 -2.121 -0.01   2.335  0.805  0.006  0.012 -0.    -0.012 -0.012  0.016 -0.006]
8,False,False,False,11.508900715573267,[-0.012  0.235  0.016 -2.121 -0.01   2.336  0.804  0.005  0.009 -0.    -0.008 -0.007  0.005 -0.006]
9,False,False,False,12.496851284296206,[-0.012  0.236  0.016 -2.122 -0.011  2.336  0.804  0.003  0.012  0.003 -0.011 -0.007  0.011 -0.007]
10,False,False,False,6.789823256833299,[-0.012  0.236  0.016 -2.122 -0.011  2.336  0.804  0.004  0.014 -0.001 -0.012 -0.012  0.013 -0.004]
11,False,False,False,8.747213598064299,[-0.011  0.237  0.016 -2.123 -0.012  2.337  0.803  0.007  0.013  0.003 -0.011 -0.011  0.008 -0.008]
12,False,False,False,5.9991474804117875,[-0.011  0.237  0.016 -2.123 -0.012  2.337  0.803  0.003  0.013  0.004 -0.013 -0.009  0.009 -0.012]
13,False,False,False,6.740858493842219,[-0.011  0.238  0.016 -2.124 -0.013  2.338  0.802  0.003  0.014  0.004 -0.009 -0.016  0.011 -0.017]
14,False,False,False,11.139160496515974,[-0.011  0.239  0.016 -2.124 -0.013  2.338  0.802  0.004  0.012  0.003 -0.013 -0.011  0.018 -0.011]
