t,success,grasped,has_collided,joint_jerks,proprioception
0,False,False,False,1.182755850862848,[-0.013  0.23   0.014 -2.12  -0.007  2.336  0.803  0.001 -0.001 -0.     0.    -0.     0.     0.002]
1,False,False,False,2.9182021663202065,[-0.013  0.23   0.014 -2.12  -0.007  2.336  0.803 -0.     0.     0.001  0.    -0.    -0.    -0.001]
2,False,False,False,2.5363914575304904,[-0.013  0.23   0.014 -2.12  -0.007  2.336  0.803  0.001  0.001 -0.    -0.001 -0.     0.    -0.   ]
3,False,False,False,2.7121784731540646,[-0.013  0.23   0.014 -2.12  -0.007  2.336  0.803 -0.     0.001 -0.    -0.001  0.     0.    -0.003]
4,False,False,False,3.182258673283837,[-0.013  0.23   0.014 -2.12  -0.007  2.336  0.803  0.001  0.002  0.     0.    -0.    -0.004 -0.005]
5,False,False,False,3.3400604968065073,[-0.013  0.231  0.014 -2.12  -0.007  2.335  0.802 -0.     0.006  0.001 -0.001 -0.    -0.005 -0.007]
6,False,False,False,7.800171253589885,[-0.013  0.231  0.014 -2.12  -0.007  2.335  0.802  0.001  0.005 -0.    -0.007 -0.002 -0.001 -0.002]
7,False,False,False,10.286998344453625,[-0.013  0.231  0.014 -2.121 -0.007  2.335  0.802 -0.     0.012 -0.    -0.012 -0.008 -0.002 -0.008]
8,False,False,False,8.545928382802686,[-0.013  0.232  0.014 -2.121 -0.008  2.335  0.802  0.001  0.01  -0.    -0.01  -0.014 -0.005 -0.007]
9,False,False,False,8.466682991259455,[-0.013  0.232  0.014 -2.121 -0.008  2.335  0.801 -0.001  0.01  -0.    -0.007 -0.007 -0.004 -0.007]
10,False,False,False,7.760247492243412,[-0.013  0.232  0.014 -2.122 -0.008  2.335  0.801  0.001  0.009 -0.    -0.009 -0.01  -0.008 -0.008]
11,False,False,False,10.56584022875896,[-0.013  0.233  0.014 -2.122 -0.009  2.334  0.801 -0.001  0.018  0.    -0.008 -0.016 -0.002 -0.016]
12,False,False,False,20.206694980911205,[-0.013  0.233  0.014 -2.123 -0.009  2.334  0.8    0.     0.006  0.001 -0.008 -0.007 -0.011 -0.01 ]
13,False,False,False,17.079188371650705,[-0.013  0.234  0.014 -2.123 -0.009  2.334  0.8    0.001  0.011 -0.    -0.01  -0.009 -0.004 -0.014]
14,False,False,False,8.030450948865385,[-0.013  0.235  0.014 -2.124 -0.01   2.334  0.799  0.002  0.012 -0.    -0.017 -0.011 -0.002 -0.009]
15,False,False,False,11.114322304842611,[-0.013  0.235  0.014 -2.124 -0.01   2.333  0.799  0.     0.013  0.001 -0.012 -0.009 -0.005 -0.016]
16,False,False,False,5.5141114299213045,[-0.013  0.236  0.014 -2.125 -0.011  2.333  0.798 -0.     0.015  0.002 -0.011 -0.008 -0.011 -0.017]
17,False,False,False,8.7510032454629,[-0.013  0.236  0.014 -2.125 -0.011  2.333  0.798 -0.     0.016 -0.    -0.014 -0.008 -0.008 -0.009]
18,False,False,False,7.115496799418736,[-0.013  0.237  0.014 -2.126 -0.011  2.333  0.798  0.     0.014  0.001 -0.013 -0.011 -0.009 -0.008]
19,False,False,False,6.535862559388033,[-0.013  0.238  0.014 -2.126 -0.012  2.332  0.797 -0.     0.015 -0.    -0.016 -0.013 -0.009 -0.017]
20,False,False,False,12.846146045727426,[-0.013  0.239  0.014 -2.127 -0.012  2.332  0.797  0.001  0.022 -0.    -0.016 -0.012 -0.002 -0.007]
21,False,False,False,17.348959878862434,[-0.013  0.239  0.014 -2.127 -0.013  2.332  0.796  0.     0.017  0.    -0.014 -0.01  -0.01  -0.017]
22,False,False,False,13.979615120109532,[-0.013  0.24   0.014 -2.128 -0.013  2.331  0.796 -0.     0.019  0.001 -0.016 -0.013 -0.011 -0.008]
23,False,False,False,8.279388875164713,[-0.013  0.241  0.014 -2.129 -0.014  2.331  0.795 -0.     0.022  0.001 -0.016 -0.012 -0.003 -0.006]
24,False,False,False,12.425327698541041,[-0.013  0.242  0.014 -2.129 -0.014  2.331  0.795  0.001  0.021  0.001 -0.015 -0.015 -0.011 -0.012]
25,False,False,False,9.095049171711423,[-0.013  0.242  0.014 -2.13  -0.015  2.33   0.794 -0.     0.019  0.    -0.023 -0.011 -0.012 -0.014]
26,False,False,False,10.49720247102203,[-0.013  0.243  0.014 -2.131 -0.015  2.33   0.794  0.001  0.016  0.001 -0.018 -0.013 -0.008 -0.009]
27,False,False,False,6.477065732301746,[-0.013  0.244  0.014 -2.131 -0.016  2.33   0.793  0.     0.014  0.    -0.015 -0.01  -0.003 -0.012]
28,False,False,False,8.843481749726331,[-0.013  0.245  0.014 -2.132 -0.016  2.329  0.793 -0.001  0.015  0.002 -0.013 -0.013 -0.008 -0.009]
29,False,False,False,3.4161605890160334,[-0.013  0.245  0.014 -2.133 -0.017  2.329  0.792 -0.     0.017  0.002 -0.014 -0.017 -0.01  -0.007]
30,False,False,False,5.560208790373621,[-0.013  0.246  0.014 -2.133 -0.017  2.329  0.792  0.001  0.018  0.002 -0.017 -0.013 -0.012 -0.01 ]
