x,Img+Prioception (Cartesian Increment)_mean,Img+Prioception (Cartesian Increment)_stderr,Img+Prioception (Velocity)_mean,Img+Prioception (Velocity)_stderr,Img+Prioception (Position Increment)_mean,Img+Prioception (Position Increment)_stderr,Img+Prioception (Torque)_mean,Img+Prioception (Torque)_stderr
145561.6,2.051449387577864,0.34119804427216405,1.7922725338202254,0.07223467864162848,1.5706539151214418,0.07866025242234796,0.8840910663111853,0.18167236291955663
395724.80000000005,4.2951276401678715,0.8645476329970898,3.262385183572769,0.3028679261839703,2.4355697214603427,0.1618774668337761,1.6389486402273181,0.23074355537477514
645888.0,7.8272305727005005,1.0441880551765568,4.517075562477112,0.17381842045646445,3.4915721456209816,0.37030407766912615,2.320383503039678,0.14871691102445064
896051.2000000001,10.080797497431437,0.7164043503596568,5.6996847470601395,0.5339419273993802,4.706281435489656,0.9111600976987012,3.3021659334500635,0.2911869280625524
1146214.4,11.223396492004394,0.1339305786336947,7.4800443331400555,1.1034016270367433,6.630225984255473,1.2858083223174421,4.047998698552449,0.3285863208415818
1396377.6,11.458321475982666,0.03497972138165838,8.417818546295166,1.2920590831822847,7.8866961625906145,1.4159192234468143,4.495458030700684,0.2528103773667993
1646540.8000000003,11.525881830851237,0.027134168714225037,8.887379900614421,1.3027453143849483,8.378013531366983,1.5212501618948981,4.602414552370708,0.20426444008668126
1896704.0,11.551512352625528,0.024285685577196316,9.684748435020447,0.9040073423729846,8.757739806175232,1.3967258209927795,4.703859535853068,0.11645472589070945
2146867.2,11.580375051498413,0.035154304028596886,10.51510660648346,0.41947124645420814,9.629136673609416,0.9710493249763785,4.799100303649903,0.10959366478149289
2397030.4000000004,11.599432578453651,0.022367451435723988,11.010461282730102,0.16014003703621232,10.576537823677063,0.44479862670062287,4.861021049817403,0.046459118698846995
2647193.6,11.593785079320273,0.03196389979651954,11.174371044452375,0.056344336707778046,11.071472197312577,0.1330542624299314,4.865636033278245,0.04381790621804398
2897356.8000000003,11.649832042058309,0.042499424871889624,11.30068016052246,0.0591184599937589,11.198916053771972,0.07583496746439615,4.875694139798482,0.059192389960455664
3147520.0,11.687464078267414,0.027480791865033858,11.342448631922403,0.03448762009676643,11.313199758529665,0.06235594278650636,4.85948547522227,0.05881999719073222
3397683.2,11.670187201866737,0.03191175423566457,11.327769088745118,0.043200244945286466,11.308262236913045,0.041612964652465306,4.917558526992798,0.038966916322128835
3647846.4000000004,11.673904736836752,0.04588007594409826,11.366527128219605,0.02811138305477068,11.358787218729654,0.04686351411040356,4.89200074672699,0.060074355636990644
3898009.6,11.696176926294962,0.03264145144862114,11.352199114285984,0.04250413979075724,11.350621502216047,0.050150489509060626,4.901109629410963,0.06654049305927572
4148172.8000000003,11.694567362467447,0.03930489076453247,11.433970260620118,0.035344749190296544,11.426842546463012,0.02928638927717569,5.042767779032389,0.14076616290818916
4398336.0,11.68011302947998,0.032356325265036394,11.488282489776612,0.05338380633598573,11.373056093851726,0.052768467632565486,4.993545468648275,0.1835853091592685
4648499.2,11.645443608210636,0.016818158406161302,11.445041481653849,0.05876692058225658,11.413992071151732,0.06000111649226924,5.046391050020853,0.16792547631260238
4898662.4,11.696667909622192,0.03223650723246355,11.47220180829366,0.017781721413148807,11.446617809931437,0.04537598122672461,5.039117368062337,0.2536301289977805
5148825.6,11.689242633183797,0.031824884359777185,11.462007214472845,0.021238324593541465,11.475993537902832,0.03714592052665998,5.099549704331618,0.2911365450174204
5398988.800000001,11.709817695617675,0.03232644769553994,11.473653205235799,0.04276720162642337,11.473113759358723,0.03719581709260276,5.192628860473633,0.39710083513579314
5649152.0,11.71586052576701,0.02512373651973467,11.462138112386068,0.023282907472209194,11.536068121592205,0.04097894997582049,5.240076112747191,0.4958533476885918
5899315.200000001,11.757614487868091,0.034588450026689206,11.479448270797729,0.06070430721988224,11.502277819315593,0.039682040420526046,5.474548681577047,0.6936785121415612
6149478.4,11.716446701685587,0.02513280666446361,11.537792444229126,0.04067134469679915,11.516931772232054,0.03491338319423657,5.571653072039287,0.8201206291239864
6399641.6,11.748008092244467,0.03368270137532266,11.514931634756234,0.02332584802498212,11.546025100121131,0.02126083121309823,5.669016595987173,0.9239884747808786
6649804.800000001,11.766774908701578,0.04317977540692818,11.502624209721883,0.03209556664456225,11.510957002639769,0.021266278477882008,5.752617390950521,0.9619625244954639
6899968.0,11.7704833984375,0.025426065085264498,11.540649795532225,0.022173385979811687,11.535975933074951,0.028099345465449833,5.8119524955749515,0.9854606550914495
7150131.200000001,11.742439937591552,0.03708309512542444,11.526908302307127,0.02621397280379587,11.499961519241333,0.03264858869510568,5.86557035446167,1.0589840051032902
7400294.4,11.749700196584067,0.025077426914706342,11.537807146708172,0.01793804383011502,11.583300606409708,0.032494195045094765,5.890301942825317,1.0779917731987312
7650457.6,11.776796325047812,0.03656860707694238,11.600882163414587,0.035524380485011726,11.573949931218074,0.04349868591926136,5.842663647578314,1.0946981331892445
7900620.800000001,11.723955996831258,0.03246610376675167,11.550556945800782,0.049191856570725986,11.563258266448974,0.020877530817697807,5.915719970067341,1.121406351453236
8150784.0,11.772361461932842,0.040847759702145575,11.606203826268516,0.023122269150469086,11.55155816078186,0.0223965688913524,5.865069723129272,1.1299403881251389
8400947.200000001,11.82097086906433,0.013692792298901517,11.496935828526814,0.030964483751856155,11.529885069529216,0.03415225855005877,5.850748070081076,1.1202865493559615
8651110.4,11.7690567334493,0.02918808532419549,11.52674578030904,0.04563686724077839,11.586575730641684,0.026078302366645167,5.865997044245402,1.1261599341025197
