x,Img+Prioception (Cartesian Increment)_mean,Img+Prioception (Cartesian Increment)_stderr,Img+Prioception (Velocity)_mean,Img+Prioception (Velocity)_stderr,Img+Prioception (Position Increment)_mean,Img+Prioception (Position Increment)_stderr,Img+Prioception (Torque)_mean,Img+Prioception (Torque)_stderr
145561.6,1.8093162453136384,1.4174135903365992,7.028846190525935,0.957307632152851,10.208279313796606,0.981155257999541,0.1876923076521892,0.1200000001833989
395724.80000000005,5.7750000241729955,1.1173601909770168,10.707083264986673,0.7020832300186156,13.237777683469984,1.6936325764841267,0.0783333326689899,0.009999999466041729
645888.0,7.80388887061013,3.087623037079852,8.694166719913483,2.305833359559377,9.641944461398653,2.4434050616411973,0.07583333319053054,0.006666667138536766
896051.2000000001,3.3394444601403346,1.1689412761313982,7.079999918739001,4.541666592160861,6.643888870875041,2.133879595266108,0.08166666662630936,0.009166666849826774
1146214.4,1.461794877663637,0.32969723619556035,5.635416800777118,4.414583469430606,3.6163888623317084,1.4733800096310232,0.09730769213862145,0.008846152072342538
1396377.6,1.1252777708901298,0.18885395954631196,3.6515384820791392,2.8176923348353458,1.5253846217424443,0.28112867804301467,0.06833333219401538,0.015833332280938823
1646540.8000000003,1.050277771221267,0.11475853292013796,1.3579166730244954,0.7604166766007739,0.9849999994039536,0.059268300686829006,0.05333333283973237,0.0025000006426125765
1896704.0,1.0133333272404141,0.026051934360667748,0.8600000118215879,0.22083334376414618,0.8327777733405431,0.04652342043882488,0.054583332811792694,0.012916666300346455
2146867.2,1.030277778704961,0.048319763899392645,0.8062499960263569,0.1795833359162013,0.8147222209307882,0.00892786121822717,0.04416666692122817,0.011666667337218918
2397030.4000000004,0.9776923029850692,0.04154083653565693,0.6508333310484886,0.16750000168879825,0.753333333465788,0.022612886919770876,0.03192307685430233,0.01346153880541141
2647193.6,0.9561111115747027,0.04374095696006404,0.7061538524352587,0.13692307816101956,0.6787179509798685,0.014731878937640445,0.07750000113931794,0.023333333665505048
2897356.8000000003,0.938333327571551,0.04870784119449488,0.719166653851668,0.18249999731779099,0.6066666675938501,0.08429033692519405,0.049999999503294625,0.03166666657974323
3147520.0,0.915555554959509,0.0315873773346914,0.6854166661699613,0.137916661798954,0.6566666637857755,0.031184191173537563,0.03708333273728689,0.008750000037252905
3397683.2,0.9010256391305189,0.03847777659620572,0.6391666630903879,0.0741666704416275,0.6522222260634104,0.07492949452509272,0.03692307702910442,0.026923077252621833
3647846.4000000004,0.9555555499262279,0.06388888425297205,0.6687500029802322,0.011249999205271364,0.5699999961588117,0.06487344955282877,0.033749999944120646,0.006249999627470969
3898009.6,0.9963888873656591,0.073965602639392,0.6580769201883903,0.07423077065211076,0.5502564081778893,0.05743761321586967,0.04958333261311054,0.027083333116024733
4148172.8000000003,0.9158333324723774,0.026627578463823638,0.6795833309491476,0.04625000059604645,0.5472222218910853,0.0467492684586129,0.042083333091189466,0.015416667020569244
4398336.0,0.8941666666004392,0.02381934780903615,0.6724999956786633,0.05833333606521285,0.518333329922623,0.06674127936522374,0.05041666662630935,0.0162500007233272
4648499.2,0.9341025627576388,0.08210294634738492,0.6087499956289927,0.048750005662441254,0.5291666645142767,0.037503088383891874,0.049615383792955145,0.0026923077754103203
4898662.4,0.8761111067401037,0.0536629016739611,0.5624999962747097,0.012500001738468769,0.5174999982118607,0.02667100603879452,0.035416666263093546,0.00624999947225054
5148825.6,0.895555552509096,0.04030076043059608,0.5484615369484975,0.023076927432647165,0.540512821613214,0.008395233914654718,0.04208333262552817,0.00041666642452279837
5398988.800000001,0.8855555537674163,0.05888888570997453,0.5637500050167242,0.001250002533197403,0.5552777763870028,0.04955667740813918,0.060833332827314734,0.008333333069458602
5649152.0,0.8938888890875711,0.0232355768368174,0.5037499976654848,0.02791666860381761,0.5466666660375065,0.013096862128708558,0.05124999994101624,0.010416667520379024
5899315.200000001,0.8648717968891829,0.012318371458253173,0.5116666642328103,0.008333331594864546,0.5469444418946902,0.07469278473332408,0.06038461460803564,0.014230769342527939
6149478.4,0.887777782148785,0.03725641220208769,0.5537499934434891,0.04625000059604645,0.5447222217917442,0.012372807708748136,0.062499999379118286,0.001666666784634195
6399641.6,0.8733333365784751,0.03852608057136807,0.5653846149261181,0.04384615788092982,0.5205128208184854,0.037899308685961045,0.05791666583778958,0.01041666658905645
6649804.800000001,0.8336111058791479,0.04111110915740333,0.601666667809089,0.020833334575096785,0.5988888881272739,0.021171333285334517,0.05624999990686774,0.00291666636864344
6899968.0,0.7935897432840787,0.034973455489153475,0.661250002682209,0.045416665573914876,0.5202777749962276,0.00882354458348039,0.06307692352968913,0.03461538513119404
